exercise_slug,language_code,name
Medicine_Ball_Scoop_Throw,en,Medicine Ball Scoop Throw
Medicine_Ball_Scoop_Throw,vi,Ném bóng tạ qua đầu
Middle_Back_Shrug,en,Middle Back Shrug
Middle_Back_Shrug,vi,Nhún vai lưng giữa
Middle_Back_Stretch,en,Middle Back Stretch
Middle_Back_Stretch,vi,Kéo giãn lưng giữa
Mixed_Grip_Chin,en,Mixed Grip Chin
Mixed_Grip_Chin,vi,Hít xà hỗn hợp
Monster_Walk,en,Monster Walk
Monster_Walk,vi,Đi bước chân quái vật
Mountain_Climbers,en,Mountain Climbers
Mountain_Climbers,vi,Chạy bộ tại chỗ/leo núi
Moving_Claw_Series,en,Moving Claw Series
Moving_Claw_Series,vi,Loạt động tác Kẹp
Muscle_Snatch,en,Muscle Snatch
Muscle_Snatch,vi,Muscle Snatch
Muscle_Up,en,Muscle Up
Muscle_Up,vi,Muscle Up
Narrow_Stance_Hack_Squats,en,Narrow Stance Hack Squats
Narrow_Stance_Hack_Squats,vi,Hack Squat hẹp chân
Narrow_Stance_Leg_Press,en,Narrow Stance Leg Press
Narrow_Stance_Leg_Press,vi,Đạp chân khép
Narrow_Stance_Squats,en,Narrow Stance Squats
Narrow_Stance_Squats,vi,Squat hẹp chân
Natural_Glute_Ham_Raise,en,Natural Glute Ham Raise
Natural_Glute_Ham_Raise,vi,Gập đùi sau tự nhiên
Neck-SMR,en,Neck-SMR
Neck-SMR,vi,Massage cổ
Neck_Press,en,Neck Press
Neck_Press,vi,Đẩy vai sau cổ
Oblique_Crunches,en,Oblique Crunches
Oblique_Crunches,vi,Gập bụng xiên
Oblique_Crunches_-_On_The_Floor,en,Oblique Crunches - On The Floor
Oblique_Crunches_-_On_The_Floor,vi,Gập bụng nghiêng nằm sàn
Olympic_Squat,en,Olympic Squat
Olympic_Squat,vi,Squat kiểu Olympic
On-Your-Back_Quad_Stretch,en,On-Your-Back Quad Stretch
On-Your-Back_Quad_Stretch,vi,Kéo căng cơ đùi nằm ngửa
On_Your_Side_Quad_Stretch,en,On Your Side Quad Stretch
On_Your_Side_Quad_Stretch,vi,Kéo cơ đùi nằm nghiêng
One-Arm_Dumbbell_Row,en,One-Arm Dumbbell Row
One-Arm_Dumbbell_Row,vi,Kéo tạ tay một bên
One-Arm_Flat_Bench_Dumbbell_Flye,en,One-Arm Flat Bench Dumbbell Flye
One-Arm_Flat_Bench_Dumbbell_Flye,vi,Ép ngực đơn tay ghế phẳng
One-Arm_High-Pulley_Cable_Side_Bends,en,One-Arm High-Pulley Cable Side Bends
One-Arm_High-Pulley_Cable_Side_Bends,vi,Gập bụng cáp đứng một tay
One-Arm_Incline_Lateral_Raise,en,One-Arm Incline Lateral Raise
One-Arm_Incline_Lateral_Raise,vi,Nâng tạ nghiêng một tay
One-Arm_Kettlebell_Clean,en,One-Arm Kettlebell Clean
One-Arm_Kettlebell_Clean,vi,Tâng tạ chuông một tay
One-Arm_Kettlebell_Clean_and_Jerk,en,One-Arm Kettlebell Clean and Jerk
One-Arm_Kettlebell_Clean_and_Jerk,vi,Clean và Jerk Tạ Chuông Một Tay
One-Arm_Kettlebell_Floor_Press,en,One-Arm Kettlebell Floor Press
One-Arm_Kettlebell_Floor_Press,vi,Đẩy tạ chuông nằm sàn một tay
One-Arm_Kettlebell_Jerk,en,One-Arm Kettlebell Jerk
One-Arm_Kettlebell_Jerk,vi,Giật tạ chuông một tay
One-Arm_Kettlebell_Military_Press_To_The_Side,en,One-Arm Kettlebell Military Press To The Side
One-Arm_Kettlebell_Military_Press_To_The_Side,vi,Đẩy tạ chuông 1 tay sang bên
One-Arm_Kettlebell_Para_Press,en,One-Arm Kettlebell Para Press
One-Arm_Kettlebell_Para_Press,vi,Đẩy chuông ấm bằng một tay
One-Arm_Kettlebell_Push_Press,en,One-Arm Kettlebell Push Press
One-Arm_Kettlebell_Push_Press,vi,Đẩy tạ chuông 1 tay
One-Arm_Kettlebell_Row,en,One-Arm Kettlebell Row
One-Arm_Kettlebell_Row,vi,Kéo tạ chuông một tay
One-Arm_Kettlebell_Snatch,en,One-Arm Kettlebell Snatch
One-Arm_Kettlebell_Snatch,vi,Tâng tạ chuông một tay
One-Arm_Kettlebell_Split_Jerk,en,One-Arm Kettlebell Split Jerk
One-Arm_Kettlebell_Split_Jerk,vi,Nhấc tạ chuông một tay kiểu Split Jerk
One-Arm_Kettlebell_Split_Snatch,en,One-Arm Kettlebell Split Snatch
One-Arm_Kettlebell_Split_Snatch,vi,Giật Tạ Chuông Một Tay Chân Rộng
One-Arm_Kettlebell_Swings,en,One-Arm Kettlebell Swings
One-Arm_Kettlebell_Swings,vi,Đu tạ chuông 1 tay
One-Arm_Long_Bar_Row,en,One-Arm Long Bar Row
One-Arm_Long_Bar_Row,vi,Kéo tạ đòn một tay
One-Arm_Medicine_Ball_Slam,en,One-Arm Medicine Ball Slam
One-Arm_Medicine_Ball_Slam,vi,Đập bóng tạ một tay
One-Arm_Open_Palm_Kettlebell_Clean,en,One-Arm Open Palm Kettlebell Clean
One-Arm_Open_Palm_Kettlebell_Clean,vi,Giật tạ chuông một tay ngửa lòng bàn tay
One-Arm_Overhead_Kettlebell_Squats,en,One-Arm Overhead Kettlebell Squats
One-Arm_Overhead_Kettlebell_Squats,vi,Squat tạ ấm một tay qua đầu
One-Arm_Side_Deadlift,en,One-Arm Side Deadlift
One-Arm_Side_Deadlift,vi,Kéo tạ chết một tay bên
One-Arm_Side_Laterals,en,One-Arm Side Laterals
One-Arm_Side_Laterals,vi,Tập vai sang bên một tay
One-Legged_Cable_Kickback,en,One-Legged Cable Kickback
One-Legged_Cable_Kickback,vi,Đá cáp một chân
One_Arm_Against_Wall,en,One Arm Against Wall
One_Arm_Against_Wall,vi,Căng ngực một tay vào tường
One_Arm_Chin-Up,en,One Arm Chin-Up
One_Arm_Chin-Up,vi,Hít xà một tay (ngửa tay)
One_Arm_Dumbbell_Bench_Press,en,One Arm Dumbbell Bench Press
One_Arm_Dumbbell_Bench_Press,vi,Đẩy ngực đơn tạ đơn
One_Arm_Dumbbell_Preacher_Curl,en,One Arm Dumbbell Preacher Curl
One_Arm_Dumbbell_Preacher_Curl,vi,Cuốn tay trước tập trung một tay với tạ đơn
One_Arm_Floor_Press,en,One Arm Floor Press
One_Arm_Floor_Press,vi,Đẩy ngực sàn 1 tay
One_Arm_Lat_Pulldown,en,One Arm Lat Pulldown
One_Arm_Lat_Pulldown,vi,Kéo xô 1 tay
One_Arm_Pronated_Dumbbell_Triceps_Extension,en,One Arm Pronated Dumbbell Triceps Extension
One_Arm_Pronated_Dumbbell_Triceps_Extension,vi,Duỗi tay sau (bằng tạ đơn)
One_Arm_Supinated_Dumbbell_Triceps_Extension,en,One Arm Supinated Dumbbell Triceps Extension
One_Arm_Supinated_Dumbbell_Triceps_Extension,vi,Đá tay sau đơn trên ghế (ngửa tay)
One_Half_Locust,en,One Half Locust
One_Half_Locust,vi,Nửa châu chấu
One_Handed_Hang,en,One Handed Hang
One_Handed_Hang,vi,Treo xà một tay
One_Knee_To_Chest,en,One Knee To Chest
One_Knee_To_Chest,vi,Co gối chạm ngực một chân
One_Leg_Barbell_Squat,en,One Leg Barbell Squat
One_Leg_Barbell_Squat,vi,Squat Một Chân Tạ Đòn
Open_Palm_Kettlebell_Clean,en,Open Palm Kettlebell Clean
Open_Palm_Kettlebell_Clean,vi,Hất tạ chuông ngửa tay
Otis-Up,en,Otis-Up
Otis-Up,vi,Gập bụng Otis
Overhead_Cable_Curl,en,Overhead Cable Curl
Overhead_Cable_Curl,vi,Cuốn cáp qua đầu
Overhead_Lat,en,Overhead Lat
Overhead_Lat,vi,Kéo xô trên đầu
Overhead_Slam,en,Overhead Slam
Overhead_Slam,vi,Đập Bóng Qua Đầu
Overhead_Squat,en,Overhead Squat
Overhead_Squat,vi,Squat qua đầu
Overhead_Stretch,en,Overhead Stretch
Overhead_Stretch,vi,Căng cơ trên đầu
Overhead_Triceps,en,Overhead Triceps
Overhead_Triceps,vi,Đẩy Triceps Qua Đầu
Pallof_Press,en,Pallof Press
Pallof_Press,vi,Chống xoay thân
Pallof_Press_With_Rotation,en,Pallof Press With Rotation
Pallof_Press_With_Rotation,vi,Xoay thân Pallof
Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench,en,Palms-Down Dumbbell Wrist Curl Over A Bench
Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench,vi,Cuộn cổ tay tạ đơn úp trên ghế
Palms-Down_Wrist_Curl_Over_A_Bench,en,Palms-Down Wrist Curl Over A Bench
Palms-Down_Wrist_Curl_Over_A_Bench,vi,Cuốn cổ tay úp trên ghế
Palms-Up_Barbell_Wrist_Curl_Over_A_Bench,en,Palms-Up Barbell Wrist Curl Over A Bench
Palms-Up_Barbell_Wrist_Curl_Over_A_Bench,vi,Cuốn tạ đòn cổ tay ngửa
Palms-Up_Dumbbell_Wrist_Curl_Over_A_Bench,en,Palms-Up Dumbbell Wrist Curl Over A Bench
Palms-Up_Dumbbell_Wrist_Curl_Over_A_Bench,vi,Cuốn cổ tay ngược với tạ đơn trên ghế
Parallel_Bar_Dip,en,Parallel Bar Dip
Parallel_Bar_Dip,vi,Nhún xà kép
Pelvic_Tilt_Into_Bridge,en,Pelvic Tilt Into Bridge
Pelvic_Tilt_Into_Bridge,vi,Nâng hông tư thế cầu
Peroneals-SMR,en,Peroneals-SMR
Peroneals-SMR,vi,Thả Lỏng Cơ Mác Bằng Con Lăn
Peroneals_Stretch,en,Peroneals Stretch
Peroneals_Stretch,vi,Kéo căng cơ mác
Physioball_Hip_Bridge,en,Physioball Hip Bridge
Physioball_Hip_Bridge,vi,Nâng hông với bóng tập
Pin_Presses,en,Pin Presses
Pin_Presses,vi,Đẩy ngực trên pin
Piriformis-SMR,en,Piriformis-SMR
Piriformis-SMR,vi,Xoa bóp cơ lê bằng lăn foam
Plank,en,Plank
Plank,vi,Tấm ván
Plate_Pinch,en,Plate Pinch
Plate_Pinch,vi,Kẹp tạ
Plate_Twist,en,Plate Twist
Plate_Twist,vi,Xoay lườn
Platform_Hamstring_Slides,en,Platform Hamstring Slides
Platform_Hamstring_Slides,vi,Trượt gót chân tập gân kheo
Plie_Dumbbell_Squat,en,Plie Dumbbell Squat
Plie_Dumbbell_Squat,vi,Squat Chân Rộng Tạ Đơn
Plyo_Kettlebell_Pushups,en,Plyo Kettlebell Pushups
Plyo_Kettlebell_Pushups,vi,Hít đất tạ ấm plyo
Plyo_Push-up,en,Plyo Push-up
Plyo_Push-up,vi,Hít đất bật nhảy
Posterior_Tibialis_Stretch,en,Posterior Tibialis Stretch
Posterior_Tibialis_Stretch,vi,Kéo giãn cơ chày sau
Power_Clean,en,Power Clean
Power_Clean,vi,Cú Nhấc Tạ Nhanh
Power_Clean_from_Blocks,en,Power Clean from Blocks
Power_Clean_from_Blocks,vi,Nhấc tạ sạch lên từ bục cao
Power_Jerk,en,Power Jerk
Power_Jerk,vi,Giật năng
Power_Partials,en,Power Partials
Power_Partials,vi,Rep một phần
Power_Snatch,en,Power Snatch
Power_Snatch,vi,Giật tạ tốc độ
Power_Snatch_from_Blocks,en,Power Snatch from Blocks
Power_Snatch_from_Blocks,vi,Giật Quả Tạ Trên Bệ Cao
Power_Stairs,en,Power Stairs
Power_Stairs,vi,Leo cầu thang máy/sức mạnh
Preacher_Curl,en,Preacher Curl
Preacher_Curl,vi,Tập tay trước ghế Preacher
Preacher_Hammer_Dumbbell_Curl,en,Preacher Hammer Dumbbell Curl
Preacher_Hammer_Dumbbell_Curl,vi,Cuốn tạ đơn búa trên ghế dốc
Press_Sit-Up,en,Press Sit-Up
Press_Sit-Up,vi,Gập bụng đẩy
Prone_Manual_Hamstring,en,Prone Manual Hamstring
Prone_Manual_Hamstring,vi,Tập gân kheo nằm sấp
Prowler_Sprint,en,Prowler Sprint
Prowler_Sprint,vi,Đẩy tạ chạy nước rút
Pull_Through,en,Pull Through
Pull_Through,vi,Kéo cáp qua chân
Pullups,en,Pullups
Pullups,vi,Kéo xà
Push-Up_Wide,en,Push-Up Wide
Push-Up_Wide,vi,Chống đẩy rộng tay
Push-Ups_-_Close_Triceps_Position,en,Push-Ups - Close Triceps Position
Push-Ups_-_Close_Triceps_Position,vi,Hít đất tay hẹp (Triceps)
Push-Ups_With_Feet_Elevated,en,Push-Ups With Feet Elevated
Push-Ups_With_Feet_Elevated,vi,Hít đất gác chân cao
Push-Ups_With_Feet_On_An_Exercise_Ball,en,Push-Ups With Feet On An Exercise Ball
Push-Ups_With_Feet_On_An_Exercise_Ball,vi,Hít Đất Chân Trên Bóng Tập
Push_Press,en,Push Press
Push_Press,vi,Đẩy vai đứng
Push_Press_-_Behind_the_Neck,en,Push Press - Behind the Neck
Push_Press_-_Behind_the_Neck,vi,Đẩy tạ sau cổ
Push_Up_to_Side_Plank,en,Push Up to Side Plank
Push_Up_to_Side_Plank,vi,Chống đẩy xoay người Side Plank
Pushups,en,Pushups
Pushups,vi,hít đất
Pushups_Close_and_Wide_Hand_Positions,en,Pushups (Close and Wide Hand Positions)
Pushups_Close_and_Wide_Hand_Positions,vi,Hít đất thu hẹp và mở rộng tay
Pyramid,en,Pyramid
Pyramid,vi,Tập kim tự tháp
Quad_Stretch,en,Quad Stretch
Quad_Stretch,vi,Căng cơ đùi
Quadriceps-SMR,en,Quadriceps-SMR
Quadriceps-SMR,vi,Lăn cơ đùi trước SMR
Quick_Leap,en,Quick Leap
Quick_Leap,vi,Nhảy nhanh
Rack_Delivery,en,Rack Delivery
Rack_Delivery,vi,Đẩy tạ trên giá
Rack_Pull_with_Bands,en,Rack Pull with Bands
Rack_Pull_with_Bands,vi,Kéo tạ từ giá với dây kháng lực
Rack_Pulls,en,Rack Pulls
Rack_Pulls,vi,Rack Pull
Rear_Leg_Raises,en,Rear Leg Raises
Rear_Leg_Raises,vi,Nâng chân sau
Recumbent_Bike,en,Recumbent Bike
Recumbent_Bike,vi,Xe đạp nằm
Return_Push_from_Stance,en,Return Push from Stance
Return_Push_from_Stance,vi,Lão Hổ Hồi Sơn
Reverse_Band_Bench_Press,en,Reverse Band Bench Press
Reverse_Band_Bench_Press,vi,Đẩy ngực kháng lực ngược
Reverse_Band_Box_Squat,en,Reverse Band Box Squat
Reverse_Band_Box_Squat,vi,Squat Hộp Dây Ngược
Reverse_Band_Deadlift,en,Reverse Band Deadlift
Reverse_Band_Deadlift,vi,Deadlift kháng lực ngược
Reverse_Band_Power_Squat,en,Reverse Band Power Squat
Reverse_Band_Power_Squat,vi,Squat Dây Đảo Ngược
Reverse_Band_Sumo_Deadlift,en,Reverse Band Sumo Deadlift
Reverse_Band_Sumo_Deadlift,vi,Kéo tạ chân rộng với dây kháng lực đảo
Reverse_Barbell_Curl,en,Reverse Barbell Curl
Reverse_Barbell_Curl,vi,Cuốn tạ đòn ngược
Reverse_Barbell_Preacher_Curls,en,Reverse Barbell Preacher Curls
Reverse_Barbell_Preacher_Curls,vi,Cuốn tay trước ngược thanh đòn trên ghế dốc
Reverse_Cable_Curl,en,Reverse Cable Curl
Reverse_Cable_Curl,vi,Cuốn tay trước dây cáp ngược
Reverse_Crunch,en,Reverse Crunch
Reverse_Crunch,vi,Gập bụng ngược
Reverse_Flyes,en,Reverse Flyes
Reverse_Flyes,vi,Bay ngược
Reverse_Flyes_With_External_Rotation,en,Reverse Flyes With External Rotation
Reverse_Flyes_With_External_Rotation,vi,Bay ngược xoay ngoài
Reverse_Grip_Bent-Over_Rows,en,Reverse Grip Bent-Over Rows
Reverse_Grip_Bent-Over_Rows,vi,Kéo tạ gập người tay ngửa
Reverse_Grip_Triceps_Pushdown,en,Reverse Grip Triceps Pushdown
Reverse_Grip_Triceps_Pushdown,vi,Đẩy Tay Sau Dây Cáp Ngược
Reverse_Hyperextension,en,Reverse Hyperextension
Reverse_Hyperextension,vi,Tăng duỗi ngược
Reverse_Machine_Flyes,en,Reverse Machine Flyes
Reverse_Machine_Flyes,vi,Bay ngược máy
Reverse_Plate_Curls,en,Reverse Plate Curls
Reverse_Plate_Curls,vi,Cuốn tạ đĩa ngược
Reverse_Triceps_Bench_Press,en,Reverse Triceps Bench Press
Reverse_Triceps_Bench_Press,vi,Đẩy Triceps Ngược
Rhomboids-SMR,en,Rhomboids-SMR
Rhomboids-SMR,vi,SMR Cơ trám
Rickshaw_Carry,en,Rickshaw Carry
Rickshaw_Carry,vi,Gánh tạ kéo xe
Rickshaw_Deadlift,en,Rickshaw Deadlift
Rickshaw_Deadlift,vi,"Tập tạ chết kéo xe cút kít
Kéo tạ bằng khung"
Ring_Dips,en,Ring Dips
Ring_Dips,vi,Nhúng vòng
Rocket_Jump,en,Rocket Jump
Rocket_Jump,vi,Nhảy tên lửa
Rocking_Standing_Calf_Raise,en,Rocking Standing Calf Raise
Rocking_Standing_Calf_Raise,vi,Nhón gót đứng nhấp nhả
Rocky_Pull-Ups_Pulldowns,en,Rocky Pull-Ups/Pulldowns
Rocky_Pull-Ups_Pulldowns,vi,Kéo xô
Romanian_Deadlift,en,Romanian Deadlift
Romanian_Deadlift,vi,Romanian Deadlift (RDL)
Romanian_Deadlift_from_Deficit,en,Romanian Deadlift from Deficit
Romanian_Deadlift_from_Deficit,vi,Deadlift Romania Hụt
Rope_Climb,en,Rope Climb
Rope_Climb,vi,Leo dây
Rope_Crunch,en,Rope Crunch
Rope_Crunch,vi,Gập bụng dây thừng
Rope_Jumping,en,Rope Jumping
Rope_Jumping,vi,Nhảy dây
Rope_Straight-Arm_Pulldown,en,Rope Straight-Arm Pulldown
Rope_Straight-Arm_Pulldown,vi,Kéo cáp tay thẳng (lưng xô)
Round_The_World_Shoulder_Stretch,en,Round The World Shoulder Stretch
Round_The_World_Shoulder_Stretch,vi,Kéo giãn vai xoay vòng
Rowing_Stationary,en,"Rowing, Stationary"
Rowing_Stationary,vi,Chèo thuyền
Runners_Stretch,en,Runner's Stretch
Runners_Stretch,vi,Kéo giãn cơ chạy
Running_Treadmill,en,"Running, Treadmill"
Running_Treadmill,vi,Chạy bộ trên máy
Russian_Twist,en,Russian Twist
Russian_Twist,vi,Gập bụng xoay eo
Sandbag_Load,en,Sandbag Load
Sandbag_Load,vi,Vác bao cát
Scapular_Pull-Up,en,Scapular Pull-Up
Scapular_Pull-Up,vi,Kéo xà bả vai
Scissor_Kick,en,Scissor Kick
Scissor_Kick,vi,Đá cắt kéo
Scissors_Jump,en,Scissors Jump
Scissors_Jump,vi,Nhảy cắt kéo
Seated_Band_Hamstring_Curl,en,Seated Band Hamstring Curl
Seated_Band_Hamstring_Curl,vi,Gập đùi sau ngồi với dây kháng lực
Seated_Barbell_Military_Press,en,Seated Barbell Military Press
Seated_Barbell_Military_Press,vi,Đẩy vai ngồi thanh đòn
Seated_Barbell_Twist,en,Seated Barbell Twist
Seated_Barbell_Twist,vi,Xoay thân với tạ đòn
Seated_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,en,Seated Bent-Over One-Arm Dumbbell Triceps Extension
Seated_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,vi,Đá tay sau đơn trên ghế cúi người
Seated_Bent-Over_Rear_Delt_Raise,en,Seated Bent-Over Rear Delt Raise
Seated_Bent-Over_Rear_Delt_Raise,vi,Ban ghế cúi người nâng tạ sau vai
Seated_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension,en,Seated Bent-Over Two-Arm Dumbbell Triceps Extension
Seated_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension,vi,Đẩy tạ đơn sau đầu ngồi cúi người (cơ tam đầu)
Seated_Biceps,en,Seated Biceps
Seated_Biceps,vi,Cuộn bắp tay ngồi
Seated_Cable_Rows,en,Seated Cable Rows
Seated_Cable_Rows,vi,Ngồi kéo cáp
Seated_Cable_Shoulder_Press,en,Seated Cable Shoulder Press
Seated_Cable_Shoulder_Press,vi,Đẩy vai cáp ngồi
Seated_Calf_Raise,en,Seated Calf Raise
Seated_Calf_Raise,vi,Nhón bắp chân ngồi
Seated_Calf_Stretch,en,Seated Calf Stretch
Seated_Calf_Stretch,vi,Kéo giãn bắp chân ngồi
Seated_Close-Grip_Concentration_Barbell_Curl,en,Seated Close-Grip Concentration Barbell Curl
Seated_Close-Grip_Concentration_Barbell_Curl,vi,Cuốn tay trước tập trung ngồi (thanh đòn)
Seated_Dumbbell_Curl,en,Seated Dumbbell Curl
Seated_Dumbbell_Curl,vi,Cuốn tạ đơn ngồi
Seated_Dumbbell_Inner_Biceps_Curl,en,Seated Dumbbell Inner Biceps Curl
Seated_Dumbbell_Inner_Biceps_Curl,vi,Cuốn tay trước tập bắp trong tạ đơn ngồi
Seated_Dumbbell_Palms-Down_Wrist_Curl,en,Seated Dumbbell Palms-Down Wrist Curl
Seated_Dumbbell_Palms-Down_Wrist_Curl,vi,Cuốn cổ tay sấp tạ đơn
Seated_Dumbbell_Palms-Up_Wrist_Curl,en,Seated Dumbbell Palms-Up Wrist Curl
Seated_Dumbbell_Palms-Up_Wrist_Curl,vi,Cuộn cổ tay với tạ đơn (ngồi)
Seated_Dumbbell_Press,en,Seated Dumbbell Press
Seated_Dumbbell_Press,vi,Đẩy vai tạ đơn ngồi
Seated_Flat_Bench_Leg_Pull-In,en,Seated Flat Bench Leg Pull-In
Seated_Flat_Bench_Leg_Pull-In,vi,Gập bụng kéo chân trên ghế phẳng
Seated_Floor_Hamstring_Stretch,en,Seated Floor Hamstring Stretch
Seated_Floor_Hamstring_Stretch,vi,Kéo giãn gân kheo ngồi sàn
Seated_Front_Deltoid,en,Seated Front Deltoid
Seated_Front_Deltoid,vi,Đẩy vai trước ngồi
Seated_Glute,en,Seated Glute
Seated_Glute,vi,Đẩy mông ngồi
Seated_Good_Mornings,en,Seated Good Mornings
Seated_Good_Mornings,vi,Chào buổi sáng ngồi
Seated_Hamstring,en,Seated Hamstring
Seated_Hamstring,vi,Gập đùi sau ngồi
Seated_Hamstring_and_Calf_Stretch,en,Seated Hamstring and Calf Stretch
Seated_Hamstring_and_Calf_Stretch,vi,Kéo giãn gân kheo và bắp chân khi ngồi
Seated_Head_Harness_Neck_Resistance,en,Seated Head Harness Neck Resistance
Seated_Head_Harness_Neck_Resistance,vi,Kháng lực cổ với đai ngồi
Seated_Leg_Curl,en,Seated Leg Curl
Seated_Leg_Curl,vi,Cuốn đùi sau ngồi
Seated_Leg_Tucks,en,Seated Leg Tucks
Seated_Leg_Tucks,vi,Gập gối trên ghế
Seated_One-Arm_Dumbbell_Palms-Down_Wrist_Curl,en,Seated One-Arm Dumbbell Palms-Down Wrist Curl
Seated_One-Arm_Dumbbell_Palms-Down_Wrist_Curl,vi,Cuộn cổ tay tạ đơn 1 tay ngồi sấp
Seated_One-Arm_Dumbbell_Palms-Up_Wrist_Curl,en,Seated One-Arm Dumbbell Palms-Up Wrist Curl
Seated_One-Arm_Dumbbell_Palms-Up_Wrist_Curl,vi,Cuộn cổ tay ngược tay đơn tạ đơn ngồi
Seated_One-arm_Cable_Pulley_Rows,en,Seated One-arm Cable Pulley Rows
Seated_One-arm_Cable_Pulley_Rows,vi,Kéo Xô Một Tay Ngồi Với Dây Cáp
Seated_Overhead_Stretch,en,Seated Overhead Stretch
Seated_Overhead_Stretch,vi,Kéo giãn vai trên đầu khi ngồi
Seated_Palm-Up_Barbell_Wrist_Curl,en,Seated Palm-Up Barbell Wrist Curl
Seated_Palm-Up_Barbell_Wrist_Curl,vi,"Cuộn cổ tay với tạ đòn, lòng bàn tay ngửa"
Seated_Palms-Down_Barbell_Wrist_Curl,en,Seated Palms-Down Barbell Wrist Curl
Seated_Palms-Down_Barbell_Wrist_Curl,vi,Cuộn cổ tay tạ đòn sấp
Seated_Side_Lateral_Raise,en,Seated Side Lateral Raise
Seated_Side_Lateral_Raise,vi,Nâng tạ ngang vai ngồi
Seated_Triceps_Press,en,Seated Triceps Press
Seated_Triceps_Press,vi,Đẩy tạ tay sau ngồi
Seated_Two-Arm_Palms-Up_Low-Pulley_Wrist_Curl,en,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl
Seated_Two-Arm_Palms-Up_Low-Pulley_Wrist_Curl,vi,"Cuốn cổ tay ngồi, lòng bàn tay ngửa, ròng rọc thấp"
See-Saw_Press_Alternating_Side_Press,en,See-Saw Press (Alternating Side Press)
See-Saw_Press_Alternating_Side_Press,vi,Đẩy vai luân phiên
Shotgun_Row,en,Shotgun Row
Shotgun_Row,vi,Kéo xô ngang
Shoulder_Circles,en,Shoulder Circles
Shoulder_Circles,vi,Xoay vai
Shoulder_Press_-_With_Bands,en,Shoulder Press - With Bands
Shoulder_Press_-_With_Bands,vi,Đẩy vai với dây kháng lực
Shoulder_Raise,en,Shoulder Raise
Shoulder_Raise,vi,Nâng vai
Shoulder_Stretch,en,Shoulder Stretch
Shoulder_Stretch,vi,Kéo vai
Side-Lying_Floor_Stretch,en,Side-Lying Floor Stretch
Side-Lying_Floor_Stretch,vi,Kéo giãn sàn nằm nghiêng
Side_Bridge,en,Side Bridge
Side_Bridge,vi,Tấm ván nghiêng
Side_Hop-Sprint,en,Side Hop-Sprint
Side_Hop-Sprint,vi,Nhảy bên-chạy nước rút
Side_Jackknife,en,Side Jackknife
Side_Jackknife,vi,Gập bụng nghiêng
Side_Lateral_Raise,en,Side Lateral Raise
Side_Lateral_Raise,vi,Nâng tạ ngang vai
Side_Laterals_to_Front_Raise,en,Side Laterals to Front Raise
Side_Laterals_to_Front_Raise,vi,Nâng vai ngang kết hợp trước
Side_Leg_Raises,en,Side Leg Raises
Side_Leg_Raises,vi,Nâng chân ngang
Side_Lying_Groin_Stretch,en,Side Lying Groin Stretch
Side_Lying_Groin_Stretch,vi,Kéo giãn cơ háng nằm nghiêng
Side_Neck_Stretch,en,Side Neck Stretch
Side_Neck_Stretch,vi,Kéo giãn cơ cổ bên
Side_Standing_Long_Jump,en,Side Standing Long Jump
Side_Standing_Long_Jump,vi,Nhảy xa ngang
Side_To_Side_Chins,en,Side To Side Chins
Side_To_Side_Chins,vi,Hít xà nghiêng đầu
Side_Wrist_Pull,en,Side Wrist Pull
Side_Wrist_Pull,vi,Kéo Cổ Tay Bên
Side_to_Side_Box_Shuffle,en,Side to Side Box Shuffle
Side_to_Side_Box_Shuffle,vi,Bước Chân Sang Hai Bên Trên Bục
Single-Arm_Cable_Crossover,en,Single-Arm Cable Crossover
Single-Arm_Cable_Crossover,vi,Ép ngực cáp 1 tay
Single-Arm_Linear_Jammer,en,Single-Arm Linear Jammer
Single-Arm_Linear_Jammer,vi,Đẩy Jammer Đơn Tay
Single-Arm_Push-Up,en,Single-Arm Push-Up
Single-Arm_Push-Up,vi,Hít đất một tay
Single-Cone_Sprint_Drill,en,Single-Cone Sprint Drill
Single-Cone_Sprint_Drill,vi,Chạy nước rút vòng cọc đơn
Single-Leg_High_Box_Squat,en,Single-Leg High Box Squat
Single-Leg_High_Box_Squat,vi,Squat 1 chân với Box
Single-Leg_Hop_Progression,en,Single-Leg Hop Progression
Single-Leg_Hop_Progression,vi,Nhảy lò cò một chân tiến bộ
Single-Leg_Lateral_Hop,en,Single-Leg Lateral Hop
Single-Leg_Lateral_Hop,vi,Nhảy bên một chân
Single-Leg_Leg_Extension,en,Single-Leg Leg Extension
Single-Leg_Leg_Extension,vi,Đá đùi trước 1 chân
Single-Leg_Stride_Jump,en,Single-Leg Stride Jump
Single-Leg_Stride_Jump,vi,Nhảy bước một chân
Single_Dumbbell_Raise,en,Single Dumbbell Raise
Single_Dumbbell_Raise,vi,Nâng tạ đơn
Single_Leg_Butt_Kick,en,Single Leg Butt Kick
Single_Leg_Butt_Kick,vi,Đá gót chạm mông một chân
Single_Leg_Glute_Bridge,en,Single Leg Glute Bridge
Single_Leg_Glute_Bridge,vi,Cầu mông một chân
