recipe_code,name_en,step_order,instruction_en,instruction_vi
battenberg-cake,Battenberg Cake,4,"Take 2 x almond slices and 2 x pink slices and trim so they are all the same length. Roll out one marzipan block on a surface lightly dusted with icing sugar to just over 20cm wide, then keep rolling lengthways until the marzipan is roughly 0.5cm thick. Brush with apricot jam, then lay a pink and an almond slice side by side at one end of the marzipan, brushing jam in between to stick sponges, and leaving 4cm clear marzipan at the end. Brush more jam on top of the sponges, then sandwich remaining 2 slices on top, alternating colours to give a checkerboard effect. Trim the marzipan to the length of the cakes.","Lấy 2 lát hạnh nhân và 2 lát màu hồng, cắt tỉa để chúng có cùng chiều dài. Cán một khối kẹo hạnh nhân trên bề mặt đã rắc nhẹ đường bột cho đến khi rộng hơn 20cm một chút, sau đó tiếp tục cán theo chiều dài cho đến khi kẹo hạnh nhân dày khoảng 0.5cm. Quét mứt mơ, sau đó đặt một lát màu hồng và một lát hạnh nhân cạnh nhau ở một đầu kẹo hạnh nhân, quét mứt ở giữa để dán bánh bông lan, và chừa lại 4cm kẹo hạnh nhân trống ở cuối. Quét thêm mứt lên trên các lát bánh bông lan, sau đó xếp 2 lát còn lại lên trên, xen kẽ màu sắc để tạo hiệu ứng bàn cờ. Cắt tỉa kẹo hạnh nhân theo chiều dài của bánh."
battenberg-cake,Battenberg Cake,5,"Carefully lift up the marzipan and smooth over the cake with your hands, but leave a small marzipan fold along the bottom edge before you stick it to the first side. Trim opposite side to match size of fold, then crimp edges using fingers and thumb (or, more simply, press with prongs of fork). If you like, mark the 10 slices using the prongs of a fork.","Cẩn thận nhấc lớp bánh marzipan lên và dùng tay làm phẳng lên bánh, nhưng hãy để lại một nếp gấp marzipan nhỏ dọc theo mép dưới trước khi dán vào mặt đầu tiên. Cắt mép đối diện cho bằng kích thước nếp gấp, sau đó dùng ngón tay cái và ngón tay trỏ bóp mép (hoặc đơn giản hơn là dùng ngạnh dĩa ấn). Nếu thích, dùng ngạnh dĩa đánh dấu 10 lát cắt."
battenberg-cake,Battenberg Cake,6,Assemble second Battenberg and keep in an airtight box or well wrapped in cling film for up to 3 days. Can be frozen for up to a month.,Lắp ráp chiếc Battenberg thứ hai và giữ trong hộp kín hoặc bọc kỹ bằng màng bọc thực phẩm trong tối đa 3 ngày. Có thể đông lạnh trong tối đa một tháng.
torrijas-with-sherry,Torrijas with sherry,1,"In a wide, shallow bowl, beat the eggs with the cream, milk, golden caster sugar and sherry. Cut each slice of bread in two and dip them into the egg mix, turning to make sure they get a good coating on either side. Soak bread in egg mixture for 10 mins to absorb the liquid (carefully turn them over from time to time and make sure they don’t get too soggy).","Trong một cái tô rộng, nông, đánh trứng với kem tươi, sữa, đường vàng và rượu sherry. Cắt mỗi lát bánh mì làm đôi và nhúng vào hỗn hợp trứng, trở đều để đảm bảo cả hai mặt đều được bao phủ. Ngâm bánh mì trong hỗn hợp trứng khoảng 10 phút để hút chất lỏng (cẩn thận lật chúng qua lại và đảm bảo bánh không bị quá nhão)."
torrijas-with-sherry,Torrijas with sherry,2,Heat 1½ tbsp olive oil in a large frying pan and cook the bread for about 3 mins on each side until dark golden and crisp on the edge. Keep the slices warm in a low oven as you cook the rest.,Đun nóng 1½ muỗng canh dầu ô liu trong chảo lớn và chiên bánh mì khoảng 3 phút mỗi mặt cho đến khi vàng sậm và giòn ở mép. Giữ các lát bánh mì ấm trong lò nướng nhiệt độ thấp trong khi chiên phần còn lại.
torrijas-with-sherry,Torrijas with sherry,3,Divide the torrijas between plates and dust with the icing sugar. Serve with crème fraîche or Greek yogurt on the side.,Chia torrijas ra đĩa và rắc đường bột lên trên. Dùng kèm với crème fraîche hoặc sữa chua Hy Lạp.
fašírky,Fašírky,1,"1. Prepare the Bread Mixture
Soak the bread slices in milk or water until soft.
Squeeze out excess liquid and mash into small crumbs.","1.  Chuẩn bị Hỗn hợp Bánh mì
    Ngâm lát bánh mì trong sữa hoặc nước cho đến khi mềm. Vắt hết chất lỏng dư thừa và nghiền thành vụn nhỏ."
fašírky,Fašírky,2,"Mix the Ingredients
In a large bowl, combine ground meat, chopped onions, garlic, soaked bread, egg, and seasonings.
Mix well until evenly combined.","Trộn Nguyên liệu Trong một cái tô lớn, kết hợp thịt xay, hành tây thái nhỏ, tỏi, bánh mì đã ngâm, trứng và gia vị. Trộn đều cho đến khi hòa quyện."
fašírky,Fašírky,3,"Shape the Meat Patties
Take portions of the mixture and shape them into palm-sized patties.
Flatten slightly to help with even cooking.",Nặn Thịt Viên. Lấy các phần hỗn hợp và nặn thành các viên thịt cỡ lòng bàn tay. Ấn dẹt nhẹ để thịt chín đều.
fašírky,Fašírky,4,"Coat the Patties
Lightly dust each patty with flour.
Dip into beaten egg, then coat with breadcrumbs for a crispy finish.","Lăn bánh: Rắc một lớp bột mỏng lên mỗi chiếc bánh. Nhúng vào trứng đánh tan, sau đó lăn qua bột chiên xù để có lớp vỏ giòn."
fašírky,Fašírky,5,"Fry the Fašírky
Heat vegetable oil in a pan over medium heat.
Fry the patties for 4-5 minutes per side until golden brown and fully cooked.
Transfer to a paper towel-lined plate to drain excess oil.",Chiên Fašírky: Đun nóng dầu thực vật trong chảo ở lửa vừa. Chiên miếng chả/thịt viên trong 4-5 phút mỗi mặt cho đến khi vàng nâu và chín hoàn toàn. Chuyển ra đĩa lót giấy thấm dầu để ráo dầu thừa.
fašírky,Fašírky,6,"Serve and Enjoy
Serve Fašírky hot with mashed potatoes, cabbage salad, or fresh bread.
Enjoy with mustard, pickles, or garlic sauce for extra flavor.","Dọn ra và Thưởng thức
Dùng Fašírky nóng với khoai tây nghiền, salad bắp cải, hoặc bánh mì tươi.
Thưởng thức với mù tạt, dưa muối, hoặc sốt tỏi để tăng thêm hương vị."
montreal-smoked-meat,Montreal Smoked Meat,1,"To make the cure, in a small bowl mix together salt, pink salt, black pepper, coriander, sugar, bay leaf, and cloves. Coat entire brisket with the cure and place in an extra-large resealable plastic bag. Place in the coldest part of the refrigerator and cure for 4 days, flipping brisket twice a day.","Để làm hỗn hợp ướp, trong một bát nhỏ trộn đều muối, muối hồng (pink salt), tiêu đen, rau mùi, đường, lá nguyệt quế và đinh hương. Phủ đều hỗn hợp ướp lên toàn bộ miếng thịt bò ức (brisket) và cho vào túi nhựa có khóa kéo cỡ lớn. Đặt vào nơi lạnh nhất trong tủ lạnh và ướp trong 4 ngày, trở miếng thịt hai lần mỗi ngày."
montreal-smoked-meat,Montreal Smoked Meat,2,"Remove brisket from bag and wash as much cure off as possible under cold running water. Place brisket in a large container and fill with water and let soak for 2 hours, replacing water every 30 minutes. Remove from water and pat dry with paper towels.","Lấy ức bò ra khỏi túi và rửa sạch chất bảo quản nhiều nhất có thể dưới vòi nước lạnh đang chảy. Đặt ức bò vào một cái thau lớn, đổ nước vào ngâm trong 2 giờ, thay nước sau mỗi 30 phút. Lấy ra khỏi nước và dùng khăn giấy thấm khô."
montreal-smoked-meat,Montreal Smoked Meat,3,"To make the rub, mix together black pepper, coriander, paprika, garlic powder, onion powder, dill weed, mustard, celery seed, and crushed red papper in a small bowl. Coat entire brisket with the rub.","Để làm hỗn hợp gia vị, trộn tiêu đen, rau mùi, ớt bột paprika, bột tỏi, bột hành tây, thì là khô, mù tạt, hạt cần tây, và ớt đỏ nghiền vào một cái tô nhỏ. Phủ đều hỗn hợp gia vị lên toàn bộ miếng ức bò."
montreal-smoked-meat,Montreal Smoked Meat,4,"Fire up smoker or grill to 225 degrees, adding chunks of smoking wood chunks when at temperature. When wood is ignited and producing smoke, place brisket in, fat side up, and smoke until an instant read thermometer registers 165 degrees when inserted into thickest part of the brisket, about 6 hours.","Đốt lò hun khói hoặc vỉ nướng lên 225 độ F (khoảng 107 độ C), thêm các khúc gỗ hun khói khi đạt nhiệt độ. Khi gỗ cháy và tạo khói, đặt miếng ức bò vào, phần mỡ hướng lên, và hun khói cho đến khi nhiệt kế đọc tức thời chỉ 165 độ F (khoảng 74 độ C) khi cắm vào phần dày nhất của miếng ức bò, khoảng 6 giờ."
montreal-smoked-meat,Montreal Smoked Meat,5,"Transfer brisket to large roasting pan with V-rack. Place roasting pan over two burners on stovetop and fill with 1-inch of water. Bring water to a boil over high heat, reduce heat to medium, cover roasting pan with aluminum foil, and steam brisket until an instant read thermometer registers 180 degrees when inserted into thickest part of the meat, 1 to 2 hours, adding more hot water as needed.","Chuyển miếng ức bò (brisket) vào chảo nướng lớn có giá chữ V (V-rack). Đặt chảo nướng lên hai đầu đốt trên bếp và đổ 1 inch nước vào. Đun sôi nước ở lửa lớn, giảm lửa xuống trung bình, đậy chảo nướng bằng giấy bạc, và hấp ức bò cho đến khi nhiệt kế đọc tức thì báo 180 độ khi cắm vào phần thịt dày nhất, khoảng 1 đến 2 giờ, thêm nước nóng khi cần thiết."
montreal-smoked-meat,Montreal Smoked Meat,6,"Transfer brisket to cutting board and let cool slightly. Slice and serve, preferably on rye with mustard.","Chuyển thịt bò ức sang thớt và để nguội một chút. Thái lát và phục vụ, tốt nhất là dùng với bánh mì lúa mạch đen và mù tạt."
kidney-bean-curry,Kidney Bean Curry,1,"Heat the oil in a large frying pan over a low-medium heat. Add the onion and a pinch of salt and cook slowly, stirring occasionally, until softened and just starting to colour. Add the garlic, ginger and coriander stalks and cook for a further 2 mins, until fragrant.","Làm nóng dầu ăn trong chảo lớn trên lửa vừa nhỏ. Cho hành tây và một chút muối vào xào từ từ, thỉnh thoảng khuấy đều, cho đến khi mềm và bắt đầu chuyển màu. Cho tỏi, gừng và cọng ngò rí vào xào thêm 2 phút, cho đến khi dậy mùi thơm."
kidney-bean-curry,Kidney Bean Curry,2,"Add the spices to the pan and cook for another 1 min, by which point everything should smell aromatic. Tip in the chopped tomatoes and kidney beans in their water, then bring to the boil.","Cho gia vị vào chảo và nấu thêm 1 phút nữa, đến khi mọi thứ dậy mùi thơm. Đổ cà chua cắt nhỏ và đậu tây (kidney beans) cùng với nước ngâm vào, sau đó đun sôi."
kidney-bean-curry,Kidney Bean Curry,3,"Turn down the heat and simmer for 15 mins until the curry is nice and thick. Season to taste, then serve with the basmati rice and the coriander leaves.","Hạ lửa nhỏ và om trong 15 phút cho đến khi cà ri sệt lại. Nêm nếm cho vừa khẩu vị, sau đó dùng với cơm basmati và lá ngò rí."
kapsalon,Kapsalon,1,Cut the meat into strips. Heat oil in a pan and fry the strips for 6 minutes until it's ready.,Cắt thịt thành dải. Đun nóng dầu trong chảo và chiên dải thịt trong 6 phút cho đến khi chín.
kapsalon,Kapsalon,2,Bake the fries until golden brown in a deep fryrer. When ready transfer to a backing dish. Make sure the fries are spread over the whole dish.,Chiên khoai tây trong nồi chiên ngập dầu cho đến khi vàng. Khi khoai đã được thì chuyển sang đĩa nướng. Đảm bảo khoai tây được rải đều khắp đĩa.
kapsalon,Kapsalon,3,Cover the fries with a new layer of meat and spread evenly.,Phủ khoai tây chiên bằng một lớp thịt mới và dàn đều.
kapsalon,Kapsalon,4,Add a layer of cheese over the meat. You can also use grated cheese. When done put in the oven for a few minutes until the cheese is melted.,Thêm một lớp phô mai lên trên thịt. Bạn cũng có thể dùng phô mai bào. Sau đó cho vào lò nướng vài phút cho đến khi phô mai tan chảy.
kapsalon,Kapsalon,5,"Chop the lettuce, tomato and cucumber in small pieces and mix together. for a basic salad. As extra you can add olives jalapenos and a red union.","Cắt xà lách, cà chua và dưa chuột thành miếng nhỏ và trộn đều để làm món salad cơ bản. Có thể thêm ô liu, ớt jalapeño và hành tây đỏ."
kapsalon,Kapsalon,6,Dived the salad over the dish and Serve with garlicsauce and hot sauce,Múc salad ra đĩa và dùng với sốt tỏi và tương ớt.
portuguese-barbecued-pork-febras-assadas,Portuguese barbecued pork (Febras assadas),1,Cut the tenderloins into 5 equal-size pieces leaving the tail ends a little longer. Take a clear plastic bag and slip one of the pieces in. Bash it into an escalope the size of a side-plate with a rolling pin and repeat with the remaining pieces.,"Cắt thăn thành 5 miếng bằng nhau, để phần đuôi dài hơn một chút. Lấy một túi nhựa trong suốt, cho một miếng vào. Dùng cây cán bột đập dẹt miếng thịt thành miếng escalope cỡ đĩa nhỏ và lặp lại với các miếng còn lại."
portuguese-barbecued-pork-febras-assadas,Portuguese barbecued pork (Febras assadas),2,"Put the wine, paprika, some salt and pepper and the juice of ½ a lemon in a bowl and add the pork. Leave to marinate for 20-30 minutes, while you get your barbecue to the stage where the coals are glowing but there are no flames.","Cho rượu vang, ớt bột paprika, một chút muối, tiêu và nước cốt ½ quả chanh vào tô rồi cho thịt heo vào. Ướp trong 20-30 phút, trong lúc đó chuẩn bị bếp than đến khi than hồng mà không còn lửa nữa."
portuguese-barbecued-pork-febras-assadas,Portuguese barbecued pork (Febras assadas),3,"To make the chips, fill a basin with cool water and cut the potatoes into 3cm-thick chips. Soak them in the water for 5 minutes and then change the water. Leave for 5 more minutes. Drain and then pat dry on a towel or with kitchen paper.","Để làm khoai tây chiên, đổ nước lạnh vào một cái thau và cắt khoai tây thành miếng dày 3cm. Ngâm khoai trong nước 5 phút rồi thay nước. Để thêm 5 phút nữa. Vớt ra và dùng khăn hoặc giấy bếp lau khô."
portuguese-barbecued-pork-febras-assadas,Portuguese barbecued pork (Febras assadas),4,"Heat the oil in a deep fryer or a deep heavy-based pan with a lid to 130C and lower the chips into the oil (in batches). Blanch for 8-10 minutes. Remove from the oil and drain well. Place on a tray to cool. Reheat the oil to 180C (make sure it’s hot or your chips will be soggy) and lower the basket of chips into the oil (again, do this in batches). Leave to cook for 2 minutes and then give them a little shake. Cook for another minute or so until they are well coloured and crisp to the touch. Drain well for a few minutes, tip into a bowl and sprinkle with sea salt.","Đun nóng dầu ăn trong nồi chiên sâu hoặc chảo sâu có đáy nặng và có nắp đến 130°C rồi thả khoai tây đã cắt (theo mẻ) vào dầu. Chần trong 8–10 phút. Lấy ra khỏi dầu và để ráo. Đặt lên khay cho nguội. Làm nóng lại dầu đến 180°C (đảm bảo dầu nóng đủ để khoai tây không bị mềm) và thả rổ khoai tây vào dầu (lặp lại, làm theo mẻ). Chiên trong 2 phút rồi lắc nhẹ. Chiên thêm khoảng một phút nữa cho đến khi khoai tây có màu vàng đẹp và giòn khi chạm vào. Để ráo dầu vài phút, đổ vào tô và rắc muối biển lên."
portuguese-barbecued-pork-febras-assadas,Portuguese barbecued pork (Febras assadas),5,"The pork will cook quickly so do it in 2 batches. Take the pieces out of the marinade, rub them with oil, and drop them onto the barbecue (you could also use a chargrill). Cook for 1 minute on each side – they may flare up as you do so. This should really be enough time as they will keep on cooking. Take them off the barbecue and pile onto a plate. Repeat with the remaining batch.","Thịt heo sẽ chín nhanh nên hãy nướng làm 2 mẻ. Lấy thịt ra khỏi nước ướp, xoa dầu lên miếng thịt, rồi đặt lên vỉ nướng (hoặc có thể dùng chảo nướng). Nướng mỗi mặt 1 phút – thịt có thể bốc lửa khi bạn nướng. Thời gian này là đủ vì thịt sẽ tiếp tục chín. Lấy thịt ra khỏi vỉ nướng và xếp chồng lên đĩa. Lặp lại với mẻ thịt còn lại."
portuguese-barbecued-pork-febras-assadas,Portuguese barbecued pork (Febras assadas),6,"Serve by piling a plate with chips, drop the pork on top of each pile and pouring the juices from the plate over so the chips take up the flavours. Top with a spoon of mayonnaise and a wedge of lemon.","Dọn ra bằng cách xếp khoai tây chiên thành đống trên đĩa, đặt thịt heo lên trên mỗi đống và rưới nước sốt từ đĩa lên để khoai tây chiên thấm gia vị. Thêm một muỗng sốt mayonnaise và một lát chanh lên trên."
lamb-biryani,Lamb Biryani,1,"Grind the cashew, poppy seeds and cumin seeds into a smooth paste, using as little water as possible. Set aside. 

Deep fry the sliced onions when it is hot. Don’t overcrowd the oil. When the onions turn light brown, remove from oil and drain on paper towel. The fried onion will crisp up as it drains. Also fry the cashewnuts till golden brown. Set aside.

Wash the rice and soak in water for twenty minutes.
Meanwhile, take a big wide pan, add oil in medium heat, add the sliced onions, add the blended paste, to it add the green chillies, ginger garlic paste and garlic and fry for a minute.
Then add the tomatoes and sauté them well till they are cooked and not mushy.

Then to it add the red chilli powder, biryani powder, mint, coriander leaves and sauté them well.
Add the yogurt and mix well. I always move the skillet away from the heat when adding yogurt which prevents it from curdling.

Now after returning the skillet back to the stove, add the washed lamb and salt and ½ cup water and mix well. Cook for 1 hour and cook it covered in medium low heat or put it in a pressure cooker for 6 whistles. If the water is not drained totally, heat it by keeping it open.

Take another big pan, add thrice the cup of rice you use, and boil it. When it is boiling high, add the rice, salt and jeera and mix well. After 7 minutes exact or when the rice is 80% done. Switch off and drain the rice.

Now, the layering starts. To the lamb, pat and level it. Add the drained hot rice on the top of it. Garnish with fried onions, ghee, mint, coriander leaves and saffron dissolved in milk.

Cover the dish and bake in a 350f oven for 15 minutes or till the cooked but not mushy. Or cook in the stove medium heat for 12 minutes and lowest heat for 5 minutes. And switch off. Mix and serve hot!
Notes","Xay hạt điều, hạt anh túc và hạt thì là thành một hỗn hợp sệt mịn, dùng càng ít nước càng tốt. Để qua một bên. Chiên hành tây thái lát ngập dầu khi dầu nóng. Không cho quá nhiều hành vào chảo. Khi hành tây chuyển sang màu nâu nhạt, vớt ra khỏi dầu và thấm khô bằng giấy ăn. Hành tây chiên sẽ giòn hơn khi để ráo dầu. Chiên hạt điều cho đến khi vàng nâu. Để qua một bên. Vo gạo và ngâm trong nước khoảng hai mươi phút. Trong lúc đó, lấy một cái chảo lớn, rộng, cho dầu ăn vào đun ở lửa vừa, cho hành tây thái lát vào, cho hỗn hợp xay vào, sau đó cho ớt xanh, gừng tỏi xay và tỏi vào xào trong một phút. Sau đó cho cà chua vào xào đều cho đến khi cà chua chín nhưng không bị nhão. Sau đó cho bột ớt đỏ, bột biryani, bạc hà, lá rau mùi vào xào đều. Cho sữa chua vào và trộn đều. Tôi luôn di chuyển chảo ra khỏi bếp khi thêm sữa chua để tránh bị vón cục. Bây giờ, sau khi đặt chảo trở lại bếp, cho thịt cừu đã rửa sạch và muối và ½ cốc nước vào và trộn đều. Nấu trong 1 giờ và đậy nắp nấu ở lửa vừa nhỏ hoặc cho vào nồi áp suất nấu 6 tiếng còi. Nếu nước chưa rút hết hoàn toàn, hãy đun nóng bằng cách để mở nắp. Lấy một cái nồi lớn khác, cho lượng nước gấp ba lần lượng gạo bạn dùng, và đun sôi. Khi nước sôi bùng lên, cho gạo, muối và hạt thì là vào và trộn đều. Chính xác sau 7 phút hoặc khi gạo chín 80%. Tắt bếp và vớt gạo ra. Bây giờ, bắt đầu xếp lớp. Đối với thịt cừu, vỗ và san bằng. Cho cơm nóng đã vớt lên trên. Trang trí với hành tây chiên, bơ ghee, bạc hà, lá rau mùi và nghệ tây hòa tan trong sữa. Đậy nắp món ăn và nướng trong lò 350f trong 15 phút hoặc cho đến khi chín nhưng không bị nhão. Hoặc nấu trên bếp ở lửa vừa trong 12 phút và lửa nhỏ nhất trong 5 phút. Và tắt bếp. Trộn và phục vụ nóng! Ghi chú"
lamb-biryani,Lamb Biryani,2,"If you are cooking in oven, do make sure to cook in a big oven safe pan and cover it tight and then keep in oven for the final step.","Nếu bạn nấu bằng lò nướng, hãy đảm bảo nấu trong một chiếc chảo lớn dùng được cho lò nướng, đậy kín và sau đó cho vào lò nướng để hoàn thành bước cuối cùng."
lamb-biryani,Lamb Biryani,3,You can skip biryani masala if you don’t have and add just garam masala (1 tsp and red chilli powder – 3 tsp instead of 1 tsp),Bạn có thể bỏ qua gia vị biryani (biryani masala) nếu không có và thay vào đó chỉ thêm gia vị garam masala (1 muỗng cà phê và bột ớt đỏ – 3 muỗng cà phê thay vì 1 muỗng cà phê).
lamb-biryani,Lamb Biryani,4,"If it is spicy in the end, squeeze some lemon, it will reduce the heat and enhance the flavors also.","Nếu món ăn bị cay, vắt thêm một ít chanh, chanh sẽ làm giảm độ cay và tăng thêm hương vị."
spanish-beans-with-chicken--chorizo,Spanish beans with chicken & chorizo,1,"Soak the beans for at least 4 hrs or overnight in a large bowl with plenty of water to cover. Next day, rinse and drain, then put in a large heavy based pan with the onion, paprika, herb bundle and chicken. Pour over enough water or stock to cover, bring to the boil, then reduce the heat, cover and simmer for 45 mins.","Ngâm đậu trong ít nhất 4 giờ hoặc qua đêm trong tô lớn với lượng nước đủ để ngập đậu. Ngày hôm sau, rửa sạch và để ráo nước, sau đó cho vào nồi lớn đáy dày cùng với hành tây, ớt bột paprika, bó rau thơm và thịt gà. Đổ lượng nước hoặc nước dùng vừa đủ ngập, đun sôi, sau đó giảm lửa, đậy nắp và om trong 45 phút."
spanish-beans-with-chicken--chorizo,Spanish beans with chicken & chorizo,2,"Remove the chicken to a plate, then add the potatoes and chorizo to the pan. Continue cooking for 30 mins until the beans and potatoes are tender.","Gắp gà ra đĩa, sau đó thêm khoai tây và xúc xích chorizo vào chảo. Tiếp tục nấu trong 30 phút cho đến khi đậu và khoai tây mềm."
spanish-beans-with-chicken--chorizo,Spanish beans with chicken & chorizo,3,Discard the skin and bones from the chicken and tear into large chunks. Return the chicken to the pan with the spinach and simmer for 5 mins.,Bỏ da và xương gà rồi xé thành miếng lớn. Cho gà trở lại chảo cùng với rau chân vịt và đun nhỏ lửa khoảng 5 phút.
turkish-style-lamb,Turkish-style lamb,1,"Heat grill to high. Season the lamb, then grill for 2 mins on each side until browned, but still very rare. Meanwhile, mix the seasoning, oregano and half of the mint into one of the tubs of yogurt, smother this over the lamb, then return to the grill for another 2-3 mins or until the yogurt is blistered and the meat is cooked to your liking.","Làm nóng vỉ nướng ở nhiệt độ cao. Nêm gia vị cho thịt cừu, sau đó nướng mỗi mặt 2 phút cho đến khi thịt xém vàng, nhưng vẫn còn rất tái. Trong lúc đó, trộn gia vị, kinh giới cay và một nửa lá bạc hà vào một hộp sữa chua, phết hỗn hợp này lên thịt cừu, sau đó cho thịt trở lại vỉ nướng thêm 2-3 phút hoặc cho đến khi lớp sữa chua nổi bọt và thịt chín theo ý thích của bạn."
turkish-style-lamb,Turkish-style lamb,2,"Leave the meat to rest on a board for a few mins while you toast the pittas, shred the lettuce and thinly slice the red onion. Stir the rest of the mint into the second tub of yogurt. Thickly slice the meat and stuff into the pitta bread with the salad and minted yogurt. Squeeze over lemon juice before tucking in, if you like.","Để thịt nghỉ trên thớt vài phút trong khi bạn nướng bánh pitta, thái nhỏ xà lách và thái mỏng hành tây đỏ. Khuấy phần bạc hà còn lại vào hộp sữa chua thứ hai. Cắt thịt thành lát dày và nhồi vào bánh pitta cùng với salad và sữa chua bạc hà. Vắt nước cốt chanh lên trên trước khi thưởng thức, nếu thích."
tangy-carrot-cabbage--onion-salad,"Tangy carrot, cabbage & onion salad",1,"step 1
Tip the carrots, cabbage and onions into a bowl.","step 1 Cho cà rốt, bắp cải và hành tây vào tô."
tangy-carrot-cabbage--onion-salad,"Tangy carrot, cabbage & onion salad",2,Make the dressing by stirring the ingredients together until the sugar has dissolved.,Làm nước sốt bằng cách khuấy đều các nguyên liệu với nhau cho đến khi đường tan hết.
tangy-carrot-cabbage--onion-salad,"Tangy carrot, cabbage & onion salad",3,"Pour over salad, tossing the vegetables in the dressing.","Rưới nước sốt lên salad, trộn đều cho rau thấm nước sốt."
tangy-carrot-cabbage--onion-salad,"Tangy carrot, cabbage & onion salad",4,"Add the herbs, toss again, then scatter over the peanuts..","Thêm rau thơm, trộn lại lần nữa, sau đó rắc đậu phộng lên trên.."
kung-pao-chicken,Kung Pao Chicken,1,"Combine the sake or rice wine, soy sauce, sesame oil and cornflour dissolved in water. Divide mixture in half.","Kết hợp rượu sake hoặc rượu gạo, nước tương, dầu mè và bột bắp hòa tan trong nước. Chia hỗn hợp làm đôi."
kung-pao-chicken,Kung Pao Chicken,2,"In a glass dish or bowl, combine half of the sake mixture with the chicken pieces and toss to coat. Cover dish and place in refrigerator for about 30 minutes.","Trong đĩa hoặc tô thủy tinh, kết hợp một nửa hỗn hợp rượu sake với các miếng thịt gà và xóc đều. Đậy nắp đĩa lại và cho vào tủ lạnh khoảng 30 phút."
kung-pao-chicken,Kung Pao Chicken,3,"In a medium frying pan, combine remaining sake mixture, chillies, vinegar and sugar. Mix together and add spring onion, garlic, water chestnuts and peanuts. Heat sauce slowly over medium heat until aromatic.","Trong chảo chiên vừa, kết hợp phần nước sốt sake còn lại, ớt, giấm và đường. Trộn đều rồi thêm hành lá, tỏi, củ mã thầy và đậu phộng. Đun nóng sốt từ từ trên lửa vừa cho đến khi dậy mùi thơm."
kung-pao-chicken,Kung Pao Chicken,4,"Meanwhile, remove chicken from marinade and sauté in a large frying pan until juices run clear. When sauce is aromatic, add sautéed chicken and let simmer together until sauce thickens.","Trong lúc đó, lấy thịt gà ra khỏi phần ướp và xào trong chảo lớn đến khi nước thịt trong. Khi nước sốt thơm, cho gà đã xào vào và kho (hoặc đun liu riu) cho đến khi nước sốt sánh lại."
matar-paneer,Matar Paneer,1,"Heat the oil in a frying pan over high heat until it’s shimmering hot. Add the paneer, then turn the heat down a little. Fry until it starts to brown at the edges, then turn it over and brown on each side – the paneer will brown faster than you think, so don’t walk away. Remove the paneer from the pan and drain on kitchen paper.","Đun nóng dầu ăn trong chảo với lửa lớn cho đến khi dầu sôi lăn tăn. Cho phô mai paneer vào, sau đó vặn nhỏ lửa. Chiên cho đến khi phô mai bắt đầu vàng cạnh, sau đó lật mặt và chiên vàng đều các mặt – phô mai sẽ vàng nhanh hơn bạn nghĩ, vì vậy đừng rời đi. Lấy phô mai ra khỏi chảo và thấm ráo dầu bằng giấy thấm dầu."
matar-paneer,Matar Paneer,2,"Put the ginger, cumin, turmeric, ground coriander and chilli in the pan, and fry everything for 1 min. Add the tomatoes, mashing them with the back of a spoon and simmer everything for 5 mins until the sauce smells fragrant. Add a splash of water if it’s too thick. Season well. Add the peas and simmer for a further 2 mins, then stir in the paneer and sprinkle over the garam masala. Divide between two bowls, top with coriander leaves and serve with naan bread, roti or rice.","Cho gừng, thì là, nghệ, rau mùi xay và ớt vào chảo, xào tất cả trong 1 phút. Thêm cà chua, dùng lưng muỗng nghiền nát và hầm trong 5 phút cho đến khi sốt dậy mùi thơm. Nếu sốt quá đặc, thêm một chút nước. Nêm gia vị vừa ăn. Thêm đậu Hà Lan và hầm thêm 2 phút, sau đó cho paneer vào đảo đều và rắc garam masala lên trên. Chia đều ra hai bát, rắc lá ngò lên trên và dùng với bánh mì naan, roti hoặc cơm."
mulukhiyah,Mulukhiyah,1,Saute the onions in the 3-4 tablespoons olive oil,Xào hành tây với 3-4 muỗng canh dầu ô liu.
mulukhiyah,Mulukhiyah,2,"Add the beef cubes or the chicken cutlets, sear for 3-4 min on each side","Cho thịt bò cắt vuông hoặc miếng phi lê gà vào, áp chảo 3-4 phút mỗi mặt."
mulukhiyah,Mulukhiyah,3,Add 1 liter of water or just enough to cover the meat,"Cho 1 lít nước vào, hoặc vừa đủ ngập mặt thịt."
mulukhiyah,Mulukhiyah,4,Cook over medium heat until the meat is done (I usually do this in the pressure cooker and press them for 5 min),Nấu lửa vừa cho đến khi thịt chín (tôi thường làm món này bằng nồi áp suất và hầm 5 phút).
mulukhiyah,Mulukhiyah,5,Add the frozen mulukhyia and stir until it thaws completely and then comes to a boil,Thêm rau đay đông lạnh vào và khuấy cho đến khi tan đá hoàn toàn rồi đun sôi.
mulukhiyah,Mulukhiyah,6,"In another pan add the 1/4 to 1/2 cup of olive oil and the cloves of garlic and cook over medium low heat until you can smell the garlic (don’t brown it, it will become bitter)","Trong một chảo khác, cho 1/4 đến 1/2 chén dầu ô liu và tỏi tép vào, nấu trên lửa vừa nhỏ cho đến khi ngửi thấy mùi tỏi (đừng để tỏi vàng, nó sẽ bị đắng)."
mulukhiyah,Mulukhiyah,7,Add the oil and garlic to the mulukhyia and lower the heat and simmer for 5-10 minutes,"Thêm dầu và tỏi vào mulukhyia, giảm lửa nhỏ và om từ 5-10 phút."
