exercise_slug,language_code,step_order,instruction
Incline_Hammer_Curls,en,2,"Initiate the movement by flexing at the elbow, attempting to keep the upper arm stationary."
Incline_Hammer_Curls,vi,2,"Gập khuỷu tay, giữ bắp tay trên cố định."
Incline_Hammer_Curls,en,3,"Continue to the top of the movement and pause, then slowly return to the start position."
Incline_Hammer_Curls,vi,3,"Tiếp tục lên đến đỉnh động tác và giữ lại, sau đó từ từ trở về vị trí bắt đầu."
Incline_Inner_Biceps_Curl,en,1,Hold a dumbbell in each hand and lie back on an incline bench.
Incline_Inner_Biceps_Curl,vi,1,Cầm tạ đơn ở mỗi tay và nằm ngửa trên ghế dốc.
Incline_Inner_Biceps_Curl,en,2,The dumbbells should be at arm's length hanging at your sides and your palms should be facing out. This will be your starting position.
Incline_Inner_Biceps_Curl,vi,2,"Tạ đơn ở hai bên thân, cánh tay duỗi thẳng, lòng bàn tay hướng ra ngoài. Đây là tư thế bắt đầu."
Incline_Inner_Biceps_Curl,en,3,Now as you exhale curl the weight outward and up while keeping your forearms in line with your side deltoids. Continue the curl until the dumbbells are at shoulder height and to the sides of your deltoids. Tip: The end of the movement should look similar to a double biceps pose.
Incline_Inner_Biceps_Curl,vi,3,"Khi thở ra, cuộn tạ hướng ra ngoài và lên, giữ cẳng tay thẳng hàng với cơ delta bên. Tiếp tục cuộn cho đến khi tạ ngang vai và ở hai bên cơ delta."
Incline_Inner_Biceps_Curl,en,4,"After a second contraction at the top of the movement, start to inhale and slowly lower the weights back to the starting position using the same path used to bring them up."
Incline_Inner_Biceps_Curl,vi,4,"Sau lần co cơ thứ hai ở đỉnh chuyển động, bắt đầu hít vào và từ từ hạ tạ về vị trí ban đầu theo cùng đường đã nâng tạ lên."
Incline_Inner_Biceps_Curl,en,5,Repeat for the recommended amount of repetitions.
Incline_Inner_Biceps_Curl,vi,5,Lặp lại với số lần quy định.
Incline_Push-Up,en,1,"Stand facing bench or sturdy elevated platform. Place hands on edge of bench or platform, slightly wider than shoulder width."
Incline_Push-Up,vi,1,"Đứng đối diện với ghế tập hoặc bục nâng chắc chắn. Đặt tay lên mép ghế hoặc bục, rộng hơn vai một chút."
Incline_Push-Up,en,2,"Position forefoot back from bench or platform with arms and body straight. Arms should be perpendicular to body. Keeping body straight, lower chest to edge of box or platform by bending arms."
Incline_Push-Up,vi,2,"Đặt mũi chân lên ghế hoặc bục, tay và thân người thẳng. Tay vuông góc với thân. Giữ thân người thẳng, hạ ngực xuống mép bục bằng cách gập tay."
Incline_Push-Up,en,3,Push body up until arms are extended. Repeat.
Incline_Push-Up,vi,3,Đẩy người lên cho đến khi cánh tay duỗi thẳng. Lặp lại.
Incline_Push-Up_Close-Grip,en,1,Stand facing a Smith machine bar or sturdy elevated platform at an appropriate height.
Incline_Push-Up_Close-Grip,vi,1,Đứng đối diện với thanh Smith machine hoặc bệ nâng chắc chắn ở độ cao thích hợp.
Incline_Push-Up_Close-Grip,en,2,Place your hands next to one another on the bar.
Incline_Push-Up_Close-Grip,vi,2,Đặt hai tay cạnh nhau trên thanh xà.
Incline_Push-Up_Close-Grip,en,3,Position your feet back from the bar with arms and body straight. This will be your starting position.
Incline_Push-Up_Close-Grip,vi,3,"Đặt chân ra sau khỏi thanh tạ, thân người và tay thẳng."
Incline_Push-Up_Close-Grip,en,4,"Keeping your body straight, lower your chest to the bar by bending the arms."
Incline_Push-Up_Close-Grip,vi,4,"Giữ thân người thẳng, hạ ngực chạm xà bằng cách gập khuỷu tay."
Incline_Push-Up_Close-Grip,en,5,"Return to the starting position by extending the elbows, pressing yourself back up."
Incline_Push-Up_Close-Grip,vi,5,"Trở về vị trí ban đầu bằng cách duỗi thẳng khuỷu tay, đẩy người lên."
Incline_Push-Up_Depth_Jump,en,1,"For this drill you will need a box about 12 inches high, and two thick mats or aerobics steps."
Incline_Push-Up_Depth_Jump,vi,1,Bài tập này cần một bục cao khoảng 12 inch và hai tấm thảm dày hoặc bục nhảy aerobic.
Incline_Push-Up_Depth_Jump,en,2,"Place the steps just outside of your shoulders, and place your feet on top of the box so that you are in an incline pushup position, your hands just inside the steps. This will be your starting position."
Incline_Push-Up_Depth_Jump,vi,2,"Đặt bục tập ngay ngoài vai, đặt chân lên hộp để ở tư thế hít đất dốc lên, tay đặt ngay trong bục tập. Đây là vị trí bắt đầu."
Incline_Push-Up_Depth_Jump,en,3,"Begin by bending at the elbows to lower your body, quickly reversing position to push your body off of the ground. As you leave the ground, move your hands onto the steps, bending your elbows to absorb the impact."
Incline_Push-Up_Depth_Jump,vi,3,"Bắt đầu bằng cách gập khuỷu tay để hạ thân người xuống, nhanh chóng đảo ngược tư thế để đẩy thân người lên khỏi mặt đất. Khi rời khỏi mặt đất, di chuyển tay lên bục, gập khuỷu tay để giảm chấn động."
Incline_Push-Up_Depth_Jump,en,4,Repeat the motion to return to the starting position.
Incline_Push-Up_Depth_Jump,vi,4,Lặp lại động tác để về vị trí ban đầu.
Incline_Push-Up_Medium,en,1,Stand facing a Smith machine bar or sturdy elevated platform at an appropriate height.
Incline_Push-Up_Medium,vi,1,Đứng đối diện thanh máy Smith hoặc bục nâng chắc chắn ở độ cao thích hợp.
Incline_Push-Up_Medium,en,2,"Place your hands on the bar, with your hands about shoulder width apart."
Incline_Push-Up_Medium,vi,2,"Đặt tay lên thanh xà, rộng bằng vai."
Incline_Push-Up_Medium,en,3,Position your feet back from the bar with arms and body straight. This will be your starting position.
Incline_Push-Up_Medium,vi,3,"Đứng lùi chân khỏi xà, tay và thân người thẳng. Đây là vị trí bắt đầu."
Incline_Push-Up_Medium,en,4,"Keeping your body straight, lower your chest to the bar by bending the arms."
Incline_Push-Up_Medium,vi,4,"Giữ thân người thẳng, hạ ngực chạm xà bằng cách gập tay."
Incline_Push-Up_Medium,en,5,"Return to the starting position by extending the elbows, pressing yourself back up."
Incline_Push-Up_Medium,vi,5,"Trở về vị trí ban đầu bằng cách duỗi khuỷu tay, đẩy người lên."
Incline_Push-Up_Reverse_Grip,en,1,Stand facing a Smith machine bar or sturdy elevated platform at an appropriate height.
Incline_Push-Up_Reverse_Grip,vi,1,Đứng đối diện với thanh máy Smith hoặc bục nâng chắc chắn ở độ cao thích hợp.
Incline_Push-Up_Reverse_Grip,en,2,"Place your hands on the bar palms up, with your hands about shoulder width apart."
Incline_Push-Up_Reverse_Grip,vi,2,"Đặt tay lên thanh tạ, lòng bàn tay hướng lên, rộng bằng vai."
Incline_Push-Up_Reverse_Grip,en,3,Position your feet back from the bar with arms and body straight. This will be your starting position.
Incline_Push-Up_Reverse_Grip,vi,3,"Đứng thẳng, hai chân lùi lại sau xà, tay và người thẳng. Đây là tư thế bắt đầu."
Incline_Push-Up_Reverse_Grip,en,4,"Keeping your body straight, lower your chest to the bar by bending the arms."
Incline_Push-Up_Reverse_Grip,vi,4,"Giữ thân người thẳng, hạ ngực chạm xà bằng cách gập tay."
Incline_Push-Up_Reverse_Grip,en,5,"Return to the starting position by extending the elbows, pressing yourself back up."
Incline_Push-Up_Reverse_Grip,vi,5,"Trở về vị trí ban đầu bằng cách duỗi khuỷu tay, đẩy người lên."
Incline_Push-Up_Wide,en,1,Stand facing a Smith machine bar or sturdy elevated platform at an appropriate height.
Incline_Push-Up_Wide,vi,1,Đứng đối diện với thanh máy Smith hoặc bục nâng chắc chắn ở độ cao thích hợp.
Incline_Push-Up_Wide,en,2,"Place your hands on the bar, with your hands wider than shoulder width."
Incline_Push-Up_Wide,vi,2,"Đặt tay lên xà, rộng hơn vai."
Incline_Push-Up_Wide,en,3,Position your feet back from the bar with arms and body straight. Your arms should be perpendicular to the body. This will be your starting position.
Incline_Push-Up_Wide,vi,3,"Đứng chân lùi lại sau thanh tạ, thân người và cánh tay thẳng. Cánh tay vuông góc với thân người. Đây là tư thế bắt đầu."
Incline_Push-Up_Wide,en,4,"Keeping your body straight, lower your chest to the bar by bending the arms."
Incline_Push-Up_Wide,vi,4,"Giữ thân người thẳng, hạ ngực chạm thanh xà bằng cách gập tay."
Incline_Push-Up_Wide,en,5,"Return to the starting position by extending the elbows, pressing yourself back up."
Incline_Push-Up_Wide,vi,5,"Quay về vị trí ban đầu bằng cách duỗi khuỷu tay, ấn người trở lại."
Intermediate_Groin_Stretch,en,1,"Lie on your back with your legs extended. Loop a belt, rope, or band around one of your feet, and swing that leg as far to the side as you can. This will be your starting position."
Intermediate_Groin_Stretch,vi,1,"Nằm ngửa, hai chân duỗi thẳng. Vòng đai, dây thừng hoặc dây kháng lực quanh một bàn chân, sau đó mở chân sang ngang hết mức có thể. Đây là vị trí bắt đầu."
Intermediate_Groin_Stretch,en,2,"Pull gently on the belt to create tension in your groin and hamstring muscles. Hold for 10-20 seconds, and repeat on the other side."
Intermediate_Groin_Stretch,vi,2,"Kéo nhẹ dây đai để tạo lực căng ở cơ háng và gân kheo. Giữ 10–20 giây, và lặp lại ở bên kia."
Intermediate_Hip_Flexor_and_Quad_Stretch,en,1,"Lie face down on the floor, with a rope, belt, or band looped around one foot."
Intermediate_Hip_Flexor_and_Quad_Stretch,vi,1,"Nằm sấp trên sàn, vòng dây, đai, hoặc dây kháng lực quanh một bàn chân."
Intermediate_Hip_Flexor_and_Quad_Stretch,en,2,"Flex the knee and extend the hip of the leg to be stretched, using both hands to pull on the belt. Your knee and your hip should come off of the floor, creating tension in the hip flexors and quadriceps. Hold the stretch for 10-20 seconds, and repeat on the other leg."
Intermediate_Hip_Flexor_and_Quad_Stretch,vi,2,"Gập gối và duỗi hông của chân cần căng, dùng hai tay kéo dây đai. Đầu gối và hông nhấc khỏi sàn, tạo căng thẳng ở cơ gấp hông và cơ tứ đầu. Giữ căng 10-20 giây, sau đó lặp lại với chân kia."
Internal_Rotation_with_Band,en,1,Choke the band around a post. The band should be at the same height as your elbow. Stand with your right side to the band a couple of feet away.
Internal_Rotation_with_Band,vi,1,"Buộc dây kháng lực quanh trụ ngang tầm khuỷu tay. Đứng cách trụ vài bước chân, hướng bên phải về phía dây."
Internal_Rotation_with_Band,en,2,"Grasp the end of the band with your right hand, and keep your elbow pressed firmly to your side. We recommend you hold a pad or foam roll in place with your elbow to keep it firmly in position."
Internal_Rotation_with_Band,vi,2,"Nắm đầu dây kháng lực bằng tay phải, giữ khuỷu tay ép sát vào thân người. Nên giữ một miếng đệm hoặc con lăn xốp ở khuỷu tay để giữ cố định."
Internal_Rotation_with_Band,en,3,"With your upper arm in position, your elbow should be flexed to 90 degrees with your hand reaching away from your torso. This will be your starting position."
Internal_Rotation_with_Band,vi,3,"Giữ cánh tay trên cố định, khuỷu tay gập 90 độ, bàn tay hướng ra xa thân. Đây là vị trí bắt đầu."
Internal_Rotation_with_Band,en,4,"Execute the movement by rotating your arm in a forehand motion, keeping your elbow in place."
Internal_Rotation_with_Band,vi,4,"Thực hiện động tác xoay cánh tay theo kiểu forehand, giữ khuỷu tay cố định."
Internal_Rotation_with_Band,en,5,"Continue as far as you are able, pause, and then return to the starting position."
Internal_Rotation_with_Band,vi,5,"Tiếp tục hết mức có thể, dừng lại, sau đó trở về vị trí ban đầu."
Inverted_Row,en,1,Position a bar in a rack to about waist height. You can also use a smith machine.
Inverted_Row,vi,1,Đặt thanh tạ trong giá ngang eo. Có thể dùng máy Smith.
Inverted_Row,en,2,Take a wider than shoulder width grip on the bar and position yourself hanging underneath the bar. Your body should be straight with your heels on the ground with your arms fully extended. This will be your starting position.
Inverted_Row,vi,2,"Nắm thanh xà rộng hơn vai, người treo thẳng dưới thanh xà. Cơ thể thẳng, gót chân chạm đất, cánh tay duỗi thẳng. Đây là vị trí bắt đầu."
Inverted_Row,en,3,"Begin by flexing the elbow, pulling your chest towards the bar. Retract your shoulder blades as you perform the movement."
Inverted_Row,vi,3,"Bắt đầu gập khuỷu tay, kéo ngực về phía xà. Rút xương bả vai trong khi thực hiện động tác."
Inverted_Row,en,4,"Pause at the top of the motion, and return yourself to the start position."
Inverted_Row,vi,4,"Tạm dừng ở đỉnh động tác, và quay về vị trí bắt đầu."
Inverted_Row,en,5,Repeat for the desired number of repetitions.
Inverted_Row,vi,5,Lặp lại số lần quy định.
Inverted_Row_with_Straps,en,1,Hang a rope or suspension straps from a rack or other stable object. Grasp the ends and position yourself in a supine position hanging from the ropes. Your body should be straight with your heels on the ground with your arms fully extended. This will be your starting position.
Inverted_Row_with_Straps,vi,1,"Treo dây thừng hoặc dây tập kháng lực lên giá hoặc vật ổn định khác. Nắm hai đầu và vào tư thế nằm ngửa, người treo trên dây. Cơ thể thẳng, gót chân chạm đất, cánh tay duỗi thẳng. Đây là vị trí bắt đầu."
Inverted_Row_with_Straps,en,2,"Begin by flexing the elbow, pulling your chest to your hands. Retract your shoulder blades as you perform the movement."
Inverted_Row_with_Straps,vi,2,"Bắt đầu gập khuỷu tay, kéo ngực về phía tay. Kéo căng xương bả vai khi thực hiện động tác."
Inverted_Row_with_Straps,en,3,"Pause at the top of the motion, and return yourself to the start position."
Inverted_Row_with_Straps,vi,3,"Dừng ở đỉnh động tác, sau đó trở về vị trí bắt đầu."
Inverted_Row_with_Straps,en,4,Repeat for the desired number of repetitions.
Inverted_Row_with_Straps,vi,4,Lặp lại theo số lần quy định.
Iron_Crosses_stretch,en,1,"Lie face down on the floor, with your arms extended out to your side, palms pressed to the floor. This will be your starting position."
Iron_Crosses_stretch,vi,1,"Nằm sấp trên sàn, hai tay dang ngang, lòng bàn tay ấn xuống sàn. Đây là tư thế bắt đầu."
Iron_Crosses_stretch,en,2,"To begin, flex one knee and bring that leg across the back of your body, attempting to touch it to the ground near the opposite hand."
Iron_Crosses_stretch,vi,2,"Bắt đầu, gập một đầu gối và kéo chân đó ra sau cơ thể, cố gắng chạm sàn gần bàn tay đối diện."
Iron_Crosses_stretch,en,3,"Promptly return the leg to the starting postion, and quickly repeat with the other leg. Continue alternating for 10-20 repetitions."
Iron_Crosses_stretch,vi,3,"Nhanh chóng đưa chân về vị trí ban đầu, và nhanh chóng lặp lại với chân kia. Tiếp tục luân phiên trong 10-20 lần lặp."
Isometric_Chest_Squeezes,en,1,"While either seating or standing, bend your arms at a 90-degree angle and place the palms of your hands together in front of your chest. Tip: Your hands should be open with the palms together and fingers facing forward (perpendicular to your torso)."
Isometric_Chest_Squeezes,vi,1,"Ngồi hoặc đứng, gập khuỷu tay 90 độ, áp lòng bàn tay vào nhau trước ngực."
Isometric_Chest_Squeezes,en,2,Push both hands against each other as you contract your chest. Start with slow tension and increase slowly. Keep breathing normally as you execute this contraction.
Isometric_Chest_Squeezes,vi,2,"Ấn hai tay vào nhau, siết cơ ngực. Bắt đầu với lực căng nhẹ và tăng dần. Hít thở bình thường khi thực hiện động tác siết cơ."
Isometric_Chest_Squeezes,en,3,Hold for the recommended number of seconds.
Isometric_Chest_Squeezes,vi,3,Giữ trong số giây được khuyến nghị.
Isometric_Chest_Squeezes,en,4,Now release the tension slowly.
Isometric_Chest_Squeezes,vi,4,Từ từ thả lỏng cơ.
Isometric_Chest_Squeezes,en,5,Rest for the recommended amount of time and repeat.
Isometric_Chest_Squeezes,vi,5,Nghỉ ngơi theo thời gian khuyến nghị rồi lặp lại.
Isometric_Neck_Exercise_-_Front_And_Back,en,1,"With your head and neck in a neutral position (normal position with head erect facing forward), place both of your hands on the front side of your head."
Isometric_Neck_Exercise_-_Front_And_Back,vi,1,"Giữ đầu và cổ ở vị trí trung tính, đặt hai tay lên phía trước đầu."
Isometric_Neck_Exercise_-_Front_And_Back,en,2,Now gently push forward as you contract the neck muscles but resisting any movement of your head. Start with slow tension and increase slowly. Keep breathing normally as you execute this contraction.
Isometric_Neck_Exercise_-_Front_And_Back,vi,2,"Nhẹ nhàng đẩy về phía trước đồng thời siết cơ cổ, giữ đầu cố định. Bắt đầu căng chậm và tăng dần. Thở bình thường trong khi thực hiện động tác."
Isometric_Neck_Exercise_-_Front_And_Back,en,3,Hold for the recommended number of seconds.
Isometric_Neck_Exercise_-_Front_And_Back,vi,3,Giữ trong số giây được khuyến nghị.
Isometric_Neck_Exercise_-_Front_And_Back,en,4,Now release the tension slowly.
Isometric_Neck_Exercise_-_Front_And_Back,vi,4,Giảm căng thẳng từ từ.
Isometric_Neck_Exercise_-_Front_And_Back,en,5,Rest for the recommended amount of time and repeat with your hands placed on the back side of your head.
Isometric_Neck_Exercise_-_Front_And_Back,vi,5,Nghỉ ngơi theo thời gian khuyến nghị và lặp lại với hai tay đặt sau đầu.
Isometric_Neck_Exercise_-_Sides,en,1,"With your head and neck in a neutral position (normal position with head erect facing forward), place your left hand on the left side of your head."
Isometric_Neck_Exercise_-_Sides,vi,1,"Giữ đầu và cổ ở tư thế trung tính, đặt tay trái lên bên trái đầu."
Isometric_Neck_Exercise_-_Sides,en,2,Now gently push towards the left as you contract the left neck muscles but resisting any movement of your head. Start with slow tension and increase slowly. Keep breathing normally as you execute this contraction.
Isometric_Neck_Exercise_-_Sides,vi,2,Nhẹ nhàng đẩy sang trái đồng thời siết cơ cổ bên trái nhưng giữ đầu cố định. Bắt đầu với lực căng chậm và tăng dần. Giữ nhịp thở bình thường trong khi siết cơ.
Isometric_Neck_Exercise_-_Sides,en,3,Hold for the recommended number of seconds.
Isometric_Neck_Exercise_-_Sides,vi,3,Giữ trong số giây khuyến nghị.
Isometric_Neck_Exercise_-_Sides,en,4,Now release the tension slowly.
Isometric_Neck_Exercise_-_Sides,vi,4,Giảm căng thẳng từ từ.
Isometric_Neck_Exercise_-_Sides,en,5,Rest for the recommended amount of time and repeat with your right hand placed on the right side of your head.
Isometric_Neck_Exercise_-_Sides,vi,5,Nghỉ ngơi theo thời gian khuyến nghị và lặp lại với tay phải đặt bên phải đầu.
Isometric_Wipers,en,1,"Assume a push-up position, supporting your weight on your hands and toes while keeping your body straight. Your hands should be just outside of shoulder width. This will be your starting position."
Isometric_Wipers,vi,1,"Vào tư thế hít đất, dồn trọng lượng lên tay và ngón chân, giữ thân người thẳng. Hai tay đặt rộng hơn vai. Đây là vị trí bắt đầu."
Isometric_Wipers,en,2,"Begin by shifting your body weight as far to one side as possible, allowing the elbow on that side to flex as you lower your body."
Isometric_Wipers,vi,2,"Bắt đầu bằng cách dồn trọng lượng cơ thể sang một bên nhiều nhất có thể, khuỷu tay bên đó sẽ gập lại khi bạn hạ thấp cơ thể."
Isometric_Wipers,en,3,"Reverse the motion by extending the flexed arm, pushing yourself up and then dropping to the other side."
Isometric_Wipers,vi,3,"Đảo ngược chuyển động bằng cách duỗi thẳng cánh tay đang gập, đẩy cơ thể lên rồi hạ xuống bên còn lại."
Isometric_Wipers,en,4,Repeat for the desired number of repetitions.
Isometric_Wipers,vi,4,Lặp lại số lần mong muốn.
JM_Press,en,1,"Start the exercise the same way you would a close grip bench press. You will lie on a flat bench while holding a barbell at arms length (fully extended) with the elbows in. However, instead of having the arms perpendicular to the torso, make sure the bar is set in a direct line above the upper chest. This will be your starting position."
JM_Press,vi,1,"Bắt đầu như bài tập đẩy ngực hẹp tay. Nằm trên ghế phẳng, giữ thanh tạ với khuỷu tay khép, tay duỗi thẳng. Đặt thanh tạ thẳng phía trên ngực trên. Đây là tư thế bắt đầu."
JM_Press,en,2,"Now beginning from a fully extended position lower the bar down as if performing a lying triceps extension. Inhale as you perform this movement. When you reach the half way point, let the bar roll back about one inch by moving the upper arms towards your legs until they are perpendicular to the torso. Tip: Keep the bend at the elbows constant as you bring the upper arms forward."
JM_Press,vi,2,"Bắt đầu từ vị trí duỗi thẳng hoàn toàn, hạ thanh tạ xuống như đang thực hiện động tác nằm duỗi tay sau. Hít vào khi thực hiện động tác này. Khi đạt đến nửa chừng, để thanh tạ lăn ngược lại khoảng 2.5 cm bằng cách di chuyển cánh tay trên về phía chân cho đến khi chúng vuông góc với thân. Lưu ý: Giữ khuỷu tay cong cố định khi đưa cánh tay trên về phía trước."
JM_Press,en,3,"As you exhale, press the bar back up by using the triceps to perform a close grip bench press."
JM_Press,vi,3,"Khi thở ra, đẩy tạ lên bằng cơ tam đầu để thực hiện động tác đẩy ngực hẹp."
JM_Press,en,4,Now go back to the starting position and start over.
JM_Press,vi,4,Bây giờ trở về vị trí bắt đầu và lặp lại.
JM_Press,en,5,Repeat for the recommended amount of repetitions.
JM_Press,vi,5,Lặp lại số lần lặp lại được khuyến nghị.
Jackknife_Sit-Up,en,1,Lie flat on the floor (or exercise mat) on your back with your arms extended straight back behind your head and your legs extended also. This will be your starting position.
Jackknife_Sit-Up,vi,1,"Nằm ngửa trên sàn (hoặc thảm tập), hai tay và hai chân duỗi thẳng. Đây là vị trí bắt đầu."
Jackknife_Sit-Up,en,2,"As you exhale, bend at the waist while simultaneously raising your legs and arms to meet in a jackknife position. Tip: The legs should be extended and lifted at approximately a 35-45 degree angle from the floor and the arms should be extended and parallel to your legs. The upper torso should be off the floor."
Jackknife_Sit-Up,vi,2,"Khi thở ra, gập người ở eo đồng thời nâng chân và tay để gặp nhau ở tư thế jackknife. Mẹo: Chân duỗi thẳng, nâng lên một góc khoảng 35-45 độ so với sàn, tay duỗi thẳng và song song với chân. Phần thân trên phải nhấc khỏi sàn."
Jackknife_Sit-Up,en,3,"While inhaling, lower your arms and legs back to the starting position."
Jackknife_Sit-Up,vi,3,"Trong khi hít vào, hạ cánh tay và chân trở lại vị trí bắt đầu."
Jackknife_Sit-Up,en,4,Repeat for the recommended amount of repetitions.
Jackknife_Sit-Up,vi,4,Lặp lại số lần quy định.
Janda_Sit-Up,en,1,Position your body on the floor in the basic sit-up position; knees to a ninety degree angle with feet flat on the floor and arms either crossed over your chest or to the sides. This will be your starting position.
Janda_Sit-Up,vi,1,"Nằm ngửa trên sàn ở tư thế gập bụng cơ bản: đầu gối gập 90 độ, bàn chân đặt phẳng, tay khoanh trước ngực hoặc để xuôi bên hông. Đây là vị trí bắt đầu."
Janda_Sit-Up,en,2,"As you strongly tighten your glutes and hamstrings, fill your lungs with air and in a slow (three to six second count) ascent, slowly exhale. Tip: It is important to tighten the glutes and hamstrings as this will cause the hip flexors to be inactivated in a process called reciprocal inhibition, which basically means that opposite muscles to the contracted ones will relax."
Janda_Sit-Up,vi,2,"Siết chặt cơ mông và gân kheo, hít sâu, và trong khi lên chậm (3-6 giây), từ từ thở ra."
Janda_Sit-Up,en,3,"As you inhale, slowly go back in a controlled manner to the starting position."
Janda_Sit-Up,vi,3,"Hít vào, từ từ về tư thế ban đầu một cách có kiểm soát."
Janda_Sit-Up,en,4,Repeat for the recommended amount of repetitions.
Janda_Sit-Up,vi,4,Lặp lại số lần lặp lại được đề xuất.
Jefferson_Squats,en,1,Place a barbell on the floor.
Jefferson_Squats,vi,1,Đặt tạ đòn xuống sàn.
Jefferson_Squats,en,2,Stand in the middle of the bar length wise.
Jefferson_Squats,vi,2,Đứng dọc giữa thanh tạ.
Jefferson_Squats,en,3,Bend down by bending at the knees and keeping your back straight and grasp the front of the bar with your right hand. Your palm should be in (neutral grip) facing the left side.
Jefferson_Squats,vi,3,"Khuỵu gối, giữ lưng thẳng, nắm thanh tạ bằng tay phải (nắm trung lập), lòng bàn tay hướng về bên trái."
Jefferson_Squats,en,4,Grasp the rear of the bar with your left hand. The palm of your hand should be in neutral grip alignment (palms facing the right side). Tip: Ensure that your grip is even on the bar. Your torso should be positioned right in the middle of the bar and the distance between your torso and your right hand (which should be at the front) should be the same as the distance between your torso and your left hand (which should be to your back).
Jefferson_Squats,vi,4,"Nắm phía sau thanh tạ bằng tay trái. Lòng bàn tay ở vị trí cầm trung tính (hướng sang phải). Đảm bảo tay nắm đều trên thanh tạ. Thân người ở giữa thanh tạ, khoảng cách từ thân đến tay phải (phía trước) và tay trái (phía sau) phải bằng nhau."
Jefferson_Squats,en,5,Now stand straight up with the weight. Tip: Your feet should be shoulder width apart and your toes slightly pointed out.
Jefferson_Squats,vi,5,"Bây giờ, đứng thẳng dậy với tạ. Mẹo: Hai chân rộng bằng vai và các ngón chân hơi hướng ra ngoài."
Jefferson_Squats,en,6,Squat down by bending at the knees and keeping your back straight until your upper thighs are parallel with the floor. Tip: Keep your back as vertical as possible with the floor and your head up. Also remember to not let your knees go past your toes. Inhale during this portion of the movement.
Jefferson_Squats,vi,6,Hạ người xuống bằng cách gập gối và giữ lưng thẳng cho đến khi đùi trên song song với sàn. Lưu ý: Giữ lưng càng thẳng đứng càng tốt và ngẩng đầu. Cũng nhớ không để đầu gối vượt quá mũi chân. Hít vào trong quá trình thực hiện động tác.
Jefferson_Squats,en,7,Now drive yourself back up to the starting position by pushing with the feet . Tip: Keep the bar hanging at arm's length and your elbows locked with a slight bend. The arms only serve as hooks. Avoid doing any lifting with them. Do the lifting with your thighs; not your arms.
Jefferson_Squats,vi,7,"Đẩy cơ thể trở lại vị trí bắt đầu bằng cách dùng lực từ chân. Lưu ý: Giữ thanh tạ treo ở độ dài cánh tay, khuỷu tay khóa với độ cong nhẹ. Cánh tay chỉ dùng để giữ. Tránh dùng cánh tay nâng tạ. Nâng tạ bằng đùi, không phải cánh tay."
Jerk_Balance,en,1,"This drill helps you learn to drive yourself low enough during the jerk and corrects those who move backward during the movement. Begin with the bar racked in the jerk position, with the shoulders forward, torso upright, and the feet split slightly apart."
Jerk_Balance,vi,1,"Bài tập này giúp bạn học cách hạ thấp cơ thể đủ trong động tác jerk và sửa lỗi di chuyển ra sau. Bắt đầu với thanh tạ ở vị trí jerk, vai hướng về trước, thân người thẳng đứng, và chân tách nhẹ."
Jerk_Balance,en,2,"Initiate the movement as you would a normal jerk, dipping at the knees while keeping your torso vertical, and driving back up forcefully, using momentum and not your arms to elevate the weight."
Jerk_Balance,vi,2,"Bắt đầu động tác như một cú giật thông thường, nhún gối, giữ thân thẳng đứng, và đẩy mạnh lên, sử dụng đà chứ không phải cánh tay để nâng tạ."
Jerk_Balance,en,3,"Keep the rear foot in place, using it to drive your body forward into a full split as you jerk the weight. Recover by standing up with the weight overhead."
Jerk_Balance,vi,3,"Giữ chân sau cố định, dùng nó để đẩy người về phía trước vào thế split hoàn chỉnh khi giật tạ. Phục hồi bằng cách đứng thẳng với tạ trên đầu."
Jerk_Dip_Squat,en,1,"This movement strengthens the dip portion of the jerk. Begin with the bar racked in the jerk position, with the shoulders forward to create a shelf and the bar lightly contacting the throat. The feet should be directly under the hips, with the feet turned out as is comfortable."
Jerk_Dip_Squat,vi,1,"Động tác này tăng cường phần nhún của bài tập jerk. Bắt đầu với thanh tạ được đặt ở vị trí jerk, vai hướng về phía trước để tạo thành bệ đỡ và thanh tạ chạm nhẹ vào cổ họng. Hai chân đặt thẳng dưới hông, bàn chân xoay ra ngoài thoải mái."
Jerk_Dip_Squat,en,2,"Keeping the torso vertical, dip by flexing the knees, allowing them to travel forward and without moving the hips to the rear. The dip should not be excessive. Return the weight to the starting position by driving forcefully though the feet."
Jerk_Dip_Squat,vi,2,"Giữ thân trên thẳng đứng, hạ người bằng cách gập đầu gối, để đầu gối di chuyển về phía trước mà không đẩy hông ra sau. Hạ người không quá sâu. Đẩy mạnh qua chân để trở về vị trí bắt đầu."
Jogging_Treadmill,en,1,"To begin, step onto the treadmill and select the desired option from the menu. Most treadmills have a manual setting, or you can select a program to run. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. Elevation can be adjusted to change the intensity of the workout."
Jogging_Treadmill,vi,1,"Để bắt đầu, bước lên máy chạy bộ và chọn tùy chọn mong muốn từ menu. Hầu hết các máy chạy bộ có cài đặt thủ công, hoặc bạn có thể chọn một chương trình để chạy. Thông thường, bạn có thể nhập tuổi và cân nặng để ước tính lượng calo đốt cháy trong quá trình tập luyện. Độ dốc có thể được điều chỉnh để thay đổi cường độ của bài tập."
