recipe_code,name_en,name_vn,instructions_en,instructions_vn
toad-in-the-hole,Toad In The Hole,Bánh pudding Yorkshire nướng xúc xích,"Preheat the oven to 200°C/fan180°C/gas 6. fry sausages in a non-stick pan until browned.  Drizzle vegetable oil in a 30cm x 25cm x 6cm deep roasting tray and heat in the oven for 5 minutes.  Put the plain flour in a bowl, crack in the medium free-range eggs, then stir in the grated horseradish. Gradually beat in the semi-skimmed milk. Season.  Put the sausages into the hot roasting tray and pour over the batter. Top with cherry tomatoes on the vine and cook for 30 minutes until puffed and golden.","Làm nóng lò nướng đến 200°C/quạt 180°C/gas 6. Rán xúc xích trên chảo chống dính cho đến khi vàng. Rưới dầu thực vật vào khay nướng sâu 30cm x 25cm x 6cm và cho vào lò nướng làm nóng trong 5 phút. Cho bột mì vào tô, đập trứng gà thả vườn cỡ vừa vào, sau đó khuấy đều củ cải ngựa bào. Từ từ đánh sữa tách béo một phần vào. Nêm gia vị. Cho xúc xích vào khay nướng nóng và đổ bột bánh lên. Xếp cà chua bi còn cành lên trên và nướng trong 30 phút cho đến khi phồng và vàng."
panang-chicken-curry-kaeng-panang-gai,Panang chicken curry (kaeng panang gai),Cà Ri Gà,"step 1  First, make the curry paste. Use a pestle and mortar to pound together the dried and fresh chillies, shrimp paste, garlic, galangal, lemongrass, lime zest, white pepper, coriander, cumin, nutmeg and peanuts, plus 1 tsp salt. You should have a rough paste. Alternatively, add all the ingredients to a food processor along with 2-3 tbsp of coconut milk and pulse until you have a paste. Store in a lidded jar in the fridge. Will keep for up to two weeks.    step 2  Add 2-3 tbsp of the thick part of the coconut milk into a saucepan over a medium-high heat. When the coconut milk starts bubbling, add 1-2 tbsp of the curry paste and stir well for about 1 min, until fragrant.    step 3  Stir in the chicken and let it cook for about 3-4 mins until beginning to brown all over. Follow with the French beans and stir well.    step 4  Season with the fish sauce and sugar, then add the rest of coconut milk. Mix well, add half the makrut lime leaves and simmer for 3-5 mins until the chicken is cooked through. Taste and add more sugar or fish sauce if necessary – it should be salty and nutty, and the sweetness should come through. Add the Thai basil leaves, give it a quick mix and take off the heat. Serve with steamed jasmine rice, garnished with the sliced chilli and the rest of the makrut lime leaves.","Bước 1  Trước tiên, làm bột cà ri. Dùng cối và chày giã nhuyễn ớt khô và ớt tươi, mắm tôm, tỏi, riềng, sả, vỏ chanh, tiêu trắng, rau mùi, thì là, nhục đậu khấu và đậu phộng, cùng với 1 muỗng cà phê muối. Bạn sẽ có hỗn hợp sệt thô. Hoặc, cho tất cả nguyên liệu vào máy xay thực phẩm cùng với 2-3 muỗng canh nước cốt dừa và xay cho đến khi có hỗn hợp sệt. Bảo quản trong lọ có nắp đậy trong tủ lạnh. Có thể dùng trong tối đa hai tuần.    Bước 2  Cho 2-3 muỗng canh phần nước cốt dừa đặc vào nồi trên lửa vừa cao. Khi nước cốt dừa bắt đầu sủi bọt, cho 1-2 muỗng canh bột cà ri vào và khuấy đều khoảng 1 phút, cho đến khi dậy mùi thơm.    Bước 3  Cho gà vào xào và nấu khoảng 3-4 phút cho đến khi bắt đầu chuyển sang màu nâu khắp các mặt. Sau đó cho đậu que vào và khuấy đều.    Bước 4  Nêm nếm với nước mắm và đường, sau đó cho phần nước cốt dừa còn lại vào. Trộn đều, cho một nửa lá chanh thái lát vào và om 3-5 phút cho đến khi gà chín. Nếm và thêm đường hoặc nước mắm nếu cần – vị nên mặn, béo, và có vị ngọt nhẹ. Cho lá húng quế Thái vào, trộn nhanh và tắt bếp. Dùng với cơm trắng hấp, trang trí bằng ớt thái lát và phần lá chanh thái lát còn lại."
irish-stew,Irish stew,Món hầm Ireland,"Heat the oven to 180C/350F/gas mark 4. Drain and rinse the soaked wheat, put it in a medium pan with lots of water, bring to a boil and simmer for an hour, until cooked. Drain and set aside.    Season the lamb with a teaspoon of salt and some black pepper. Put one tablespoon of oil in a large, deep sauté pan for which you have a lid; place on a medium-high heat. Add some of the lamb – don't overcrowd the pan – and sear for four minutes on all sides. Transfer to a bowl, and repeat with the remaining lamb, adding oil as needed.    Lower the heat to medium and add a tablespoon of oil to the pan. Add the shallots and fry for four minutes, until caramelised. Tip these into the lamb bowl, and repeat with the remaining vegetables until they are all nice and brown, adding more oil as you need it.    Once all the vegetables are seared and removed from the pan, add the wine along with the sugar, herbs, a teaspoon of salt and a good grind of black pepper. Boil on a high heat for about three minutes.    Tip the lamb, vegetables and whole wheat back into the pot, and add the stock. Cover and boil for five minutes, then transfer to the oven for an hour and a half.    Remove the stew from the oven and check the liquid; if there is a lot, remove the lid and boil for a few minutes.","Làm nóng lò nướng đến 180°C/350°F/gas mark 4. Chắt nước và rửa sạch lúa mì đã ngâm, cho vào nồi cỡ vừa với nhiều nước, đun sôi và ninh nhỏ lửa trong một giờ cho đến khi chín. Chắt nước và để sang một bên. Nêm thịt cừu với một thìa cà phê muối và một ít tiêu đen. Cho một muỗng canh dầu vào chảo xào sâu, lớn có nắp đậy; đặt lửa vừa cao. Thêm một ít thịt cừu – không làm chật chảo – và áp chảo bốn phút mỗi mặt. Chuyển sang tô, lặp lại với phần thịt cừu còn lại, thêm dầu khi cần. Hạ lửa xuống vừa và thêm một muỗng canh dầu vào chảo. Thêm hành tím và chiên trong bốn phút, cho đến khi chuyển màu caramen. Cho chúng vào tô thịt cừu, lặp lại với các loại rau củ còn lại cho đến khi tất cả đều đẹp và có màu nâu, thêm dầu khi cần. Sau khi tất cả các loại rau củ đã được áp chảo và lấy ra khỏi chảo, thêm rượu cùng với đường, thảo mộc, một thìa cà phê muối và một chút tiêu đen. Đun sôi trên lửa lớn khoảng ba phút. Cho thịt cừu, rau củ và lúa mì nguyên hạt trở lại nồi, và thêm nước dùng. Đậy nắp và đun sôi năm phút, sau đó chuyển vào lò nướng trong một tiếng rưỡi. Lấy món hầm ra khỏi lò và kiểm tra nước; nếu còn nhiều, bỏ nắp và đun sôi trong vài phút."
spaghetti-with-spanish-flavours,Spaghetti with Spanish flavours,Mì Ý hương vị Tây Ban Nha,"step 1  Put a pan of water on over a high heat to boil. Meanwhile, snip the chorizo into strips with scissors, and chop the parsley and peppers (check for stray seeds first).    step 2  When the water is boiling briskly, add the spaghetti with a good measure of salt, stir and return to the boil. Cook for 3 minutes.    step 3  In a large frying pan, heat the oil, add the chorizo and peppers and plenty of black pepper. Cook for a minute or so, until heated through and the juices are stained red from the paprika in the chorizo. Scoop half a mugful of pasta water from the pan, drain the remainder and tip the spaghetti into the frying pan.    step 4  Add the parsley and parmesan, toss well and splash in the pasta water, to moisten. Hand round extra parmesan at the table.","Bước 1 Đặt chảo nước lên bếp, đun sôi với lửa lớn. Trong lúc đó, dùng kéo cắt xúc xích chorizo thành dải, thái nhỏ ngò tây và ớt chuông (kiểm tra bỏ hạt). Bước 2 Khi nước sôi, cho mì Ý và lượng muối thích hợp vào, khuấy đều rồi đun sôi lại. Nấu 3 phút. Bước 3 Trong chảo lớn, đun nóng dầu, cho xúc xích chorizo, ớt chuông và nhiều tiêu đen vào. Nấu khoảng 1 phút hoặc đến khi nóng và nước từ xúc xích chorizo chuyển màu đỏ. Múc nửa cốc nước luộc mì, đổ nước còn lại và cho mì Ý vào chảo. Bước 4 Thêm ngò tây và phô mai parmesan, trộn đều và cho nước luộc mì vào để làm ẩm. Dùng thêm phô mai parmesan khi ăn."
spanish-fig--almond-balls,Spanish fig & almond balls,Bánh vả hạnh nhân,"step 1  Whizz the almonds in a food processor until most are finely chopped, then tip into a large bowl. Roughly chop the figs, then whizz to a smooth sticky paste. Scrape onto the almonds then, using your hands, mix together well with the dried fruit, brandy, honey and cloves.    step 2  Divide the mixture into 6 and roll into balls. Tip the sesame seeds onto a tray, then roll the balls in them until covered. Cover the tray loosely with a clean tea towel, then leave the fig balls to dry for a week before packaging. Will keep in a cool place for 2 months.","Bước 1: Xay hạnh nhân trong máy xay thực phẩm cho đến khi phần lớn được băm nhỏ, sau đó đổ vào tô lớn. Băm nhỏ quả sung, sau đó xay thành hỗn hợp sệt dính. Cạo hỗn hợp sung vào hạnh nhân, dùng tay trộn đều với trái cây sấy khô, rượu brandy, mật ong và đinh hương. Bước 2: Chia hỗn hợp thành 6 phần và vo thành viên tròn. Đổ hạt mè ra khay, sau đó lăn các viên tròn qua mè cho đến khi phủ kín. Đậy khay lỏng bằng khăn trà sạch, sau đó để khô trong một tuần trước khi đóng gói. Có thể bảo quản ở nơi mát trong 2 tháng."
egyptian-fatteh,Egyptian Fatteh,Fattah Ai Cập,"To prepare bread for bottom of dish: Take pita bread and rip into bite size pieces. In a frying pan, add about a 1/4 stick of butter, add bread pieces and fry until golden brown and crisp. Put these pieces in a glass baking dish, preferably a square sized dish. Set aside.  Then add to same pan, a little more butter, salt, approximately 2 cloves of crushed fresh garlic, and a teaspoon or so of cumin stir around a bit until you can smell aroma, then add fried bread pieces to this mixture, stir to coat bread and put back into glass baking dish. Set aside.  To prepare meat: put some butter in a pot, stir fry meat until brown, add 1 onion quartered, salt & pepper, 1 cube of chicken bouillon and water to cover meat. Bring to a boil, turn down to simmer, cover and cook until tender, approximately 2 hours. After meat has cooled, take out chunks of meat and put in a bowl, set aside. Reserve soup from the meat separately.  To prepare the rice: Put some butter into a pot, add shareya (fideo noodles) like a handful or so, keep stirring until golden brown, not too dark, but very golden. Then add two cups of rice, stir a little bit until some of the rice turns an opaque white. Add 2-1/4 cups of water and salt to taste. Bring to a boil, cover and turn down to simmer, cook until tender. Test the rice tenderness after about 35 minutes.  Now take some of the soup from meat and add to the top of the bread pieces in baking dish to saturate.Add cooked rice on top of bread pieces. Slowly spoon remainder of soup onto rice, looking at glass dish sides to see level of soup, should reach just to top of rice, don’t worry, this doesn’t have to be exact. Now you’re ready to make the sauce and fry the meat to put on top.  To prepare red sauce: In a pan, add a little oil or butter, crushed tomato, a half teaspoon of tomato paste, salt & pepper, 2 cloves of fresh crushed garlic and cumin. Add also approximately 3 tablespoons of vinegar, stir this until you smell aroma and it is a bit smooth. It should be a bit thick, not watery, but if too thick you can add a bit of water. Spread with a wooden spoon atop the rice to cover.  To fry meat: In a pan add a bit of butter or oil, the meat, just a touch of tomato paste, about a tablespoon of fresh crushed garlic, salt & pepper, a teaspoon of cumin. Cook until meat is golden fried.  Spoon this atop the rice and serve. Enjoy!","Chuẩn bị bánh mì lót đĩa: Xé bánh mì pita thành miếng vừa ăn. Cho khoảng 1/4 thanh bơ vào chảo rán, thêm bánh mì đã xé và chiên đến khi vàng giòn. Cho bánh mì đã chiên vào đĩa nướng thủy tinh, tốt nhất là đĩa vuông. Để riêng. Sau đó, cho thêm chút bơ, muối, khoảng 2 tép tỏi tươi nghiền và khoảng một thìa cà phê thì là vào cùng chảo, đảo đều cho dậy mùi thơm. Thêm bánh mì đã chiên vào hỗn hợp này, đảo đều cho bánh mì áo đều gia vị và cho lại vào đĩa nướng thủy tinh. Để riêng. Chuẩn bị thịt: Cho bơ vào nồi, xào thịt đến khi thịt chuyển màu nâu. Thêm 1 củ hành tây bổ múi cau, muối, tiêu, 1 viên súp gà và nước xăm xắp mặt thịt. Đun sôi, giảm lửa nhỏ, đậy nắp và hầm đến khi thịt mềm, khoảng 2 giờ. Sau khi thịt nguội, lấy thịt ra cho vào bát, để riêng. Giữ lại phần nước dùng riêng. Chuẩn bị cơm: Cho bơ vào nồi, thêm một nắm shareya (bún fideo), khuấy liên tục đến khi vàng ruộm, không quá sẫm màu, nhưng rất vàng. Sau đó thêm hai chén gạo, đảo nhẹ đến khi một số hạt gạo chuyển sang màu trắng đục. Thêm 2-1/4 chén nước và muối vừa ăn. Đun sôi, đậy nắp và giảm lửa nhỏ, nấu đến khi mềm. Kiểm tra độ mềm của cơm sau khoảng 35 phút. Lấy một ít nước dùng từ thịt rưới lên trên các miếng bánh mì trong đĩa nướng cho ngấm. Thêm cơm đã nấu lên trên bánh mì. Từ từ dùng muỗng múc phần nước dùng còn lại rưới lên cơm, quan sát mức nước dùng ở thành đĩa thủy tinh, nước dùng nên vừa chạm đến mặt cơm, đừng lo lắng, không cần phải chính xác. Bây giờ bạn đã sẵn sàng làm sốt và chiên thịt để đặt lên trên. Chuẩn bị sốt đỏ: Cho một chút dầu hoặc bơ vào chảo, cà chua nghiền, nửa thìa cà phê sốt cà chua, muối, tiêu, 2 tép tỏi tươi nghiền và thì là. Thêm khoảng 3 muỗng canh giấm, khuấy đến khi dậy mùi thơm và hơi sánh. Sốt nên hơi đặc, không lỏng, nhưng nếu quá đặc có thể thêm một chút nước. Dùng muỗng gỗ phết đều lên trên cơm. Chiên thịt: Cho một chút bơ hoặc dầu vào chảo, thịt, một chút sốt cà chua, khoảng một muỗng canh tỏi tươi nghiền, muối, tiêu, một thìa cà phê thì là. Nấu đến khi thịt được chiên vàng. Múc thịt này lên trên cơm và dùng. Chúc ngon miệng!"
beavertails,BeaverTails,Bánh Beaver Tail,"In the bowl of a stand mixer, add warm water, a big pinch of sugar and yeast. Allow to sit until frothy.  Into the same bowl, add 1/2 cup sugar, warm milk, melted butter, eggs and salt, and whisk until combined.  Place a dough hook on the mixer, add the flour with the machine on, until a smooth but slightly sticky dough forms.  Place dough in a bowl, cover with plastic wrap, and allow to proof for 1 1/2 hours.  Cut dough into 12 pieces, and roll out into long oval-like shapes about 1/4 inch thick that resemble a beaver’s tail.  In a large, deep pot, heat oil to 350 degrees. Gently place beavertail dough into hot oil and cook for 30 to 45 seconds on each side until golden brown.  Drain on paper towels, and garnish as desired. Toss in cinnamon sugar, in white sugar with a squeeze of lemon, or with a generous slathering of Nutella and a handful of toasted almonds. Enjoy!","Trong tô của máy trộn đứng, thêm nước ấm, một nhúm đường lớn và men nở. Để yên cho đến khi nổi bọt. Thêm 1/2 cốc đường, sữa ấm, bơ đã đun chảy, trứng và muối vào tô, đánh cho hòa quyện. Lắp móc nhào bột vào máy trộn, bật máy và từ từ thêm bột mì cho đến khi hình thành khối bột mịn nhưng hơi dính. Cho bột vào tô, bọc kín bằng màng bọc thực phẩm, ủ trong 1 tiếng rưỡi. Cắt bột thành 12 miếng, cán thành hình bầu dục dài, dày khoảng 1/4 inch, giống đuôi hải ly. Trong nồi sâu, lớn, đun dầu đến 350 độ. Nhẹ nhàng cho bột ""đuôi hải ly"" vào dầu nóng, chiên mỗi mặt 30 đến 45 giây cho đến khi vàng nâu. Vớt ra để ráo dầu trên giấy thấm, trang trí theo ý thích. Lăn qua đường quế, hoặc đường trắng với một chút nước cốt chanh, hoặc phết một lớp Nutella dày và rắc một nắm hạnh nhân rang. Thưởng thức!"
mushroom--chestnut-rotolo,Mushroom & Chestnut Rotolo,Nấm hạt dẻ cuộn,"Soak the dried mushrooms in 350ml boiling water and set aside until needed. Blitz ¾ of the chestnuts with 150ml water until creamy. Roughly chop the remaining chestnuts.  Heat 2 tbsp olive oil in a large non-stick frying pan. Fry the shallots with a pinch of salt until softened, then add the garlic, chopped chestnuts and rosemary, and fry for 2 mins more. Add the wild mushrooms, 2 tbsp oil and some seasoning. Cook for 3 mins until they begin to soften. Drain and roughly chop the dried mushrooms (reserve the soaking liquid), then add those too, along with the soy sauce, and fry for 2 mins more.  Whisk the wine, reserved mushroom liquid and chestnut cream together to create a sauce. Season, then add half to the mushroom mixture in the pan and cook for 1 min until the sauce becomes glossy. Remove and discard the rosemary sprigs, then set the mixture aside.  Heat oven to 180C/160C fan/gas 4. Bring a large pan of salted water to the boil and get a large bowl of ice water ready. Drop the lasagne sheets into the boiling water for 2 mins or until pliable and a little cooked, then immediately plunge them into the cold water. Using your fingers, carefully separate the sheets and transfer to a clean tea towel. Spread a good spoonful of the sauce on the bottom two thirds of each sheet, then, rolling away from yourself, roll up the shorter ends. Cut each roll in half, then position the rolls of pasta cut-side up in a pie dish that you are happy to serve from at the table. If you have any mushroom sauce remaining after you’ve rolled up all the sheets, simply push it into some of the exposed rolls of pasta.  Pour the rest of the sauce over the top of the pasta, then bake for 10 mins or until the pasta no longer has any resistance when tested with a skewer.  Meanwhile, put the breadcrumbs, the last 2 tbsp olive oil, sage leaves and some seasoning in a bowl, and toss everything together. Scatter the rotolo with the crumbs and sage, then bake for another 10 mins, until the top is golden and the sage leaves are crispy. Leave to cool for 10 mins to allow the pasta to absorb the sauce, then drizzle with a little truffle oil, if you like, before taking your dish to the table.","Ngâm nấm khô trong 350ml nước sôi, để riêng. Xay nhuyễn ¾ hạt dẻ với 150ml nước cho đến khi sánh mịn. Băm thô số hạt dẻ còn lại. Đun nóng 2 muỗng canh dầu ô liu trong chảo chống dính lớn. Xào hành tím với một nhúm muối cho mềm, sau đó thêm tỏi, hạt dẻ đã băm và hương thảo, xào thêm 2 phút. Thêm nấm dại, 2 muỗng canh dầu và một ít gia vị. Nấu 3 phút cho đến khi nấm bắt đầu mềm. Vớt và băm thô nấm khô (giữ lại nước ngâm), sau đó cho vào cùng với nước tương, xào thêm 2 phút. Đánh đều rượu, nước ngâm nấm đã giữ lại và kem hạt dẻ để tạo thành sốt. Nêm nếm gia vị, sau đó thêm một nửa vào hỗn hợp nấm trong chảo và nấu 1 phút cho đến khi sốt bóng. Vớt bỏ cành hương thảo, sau đó để hỗn hợp sang một bên. Làm nóng lò nướng ở 180°C/160°C quạt/gas 4. Đun sôi một nồi nước lớn có muối và chuẩn bị một bát nước đá lớn. Thả lá lasagne vào nước sôi trong 2 phút hoặc cho đến khi mềm và chín một chút, sau đó ngâm ngay vào nước lạnh. Dùng ngón tay, nhẹ nhàng tách các lá và chuyển sang khăn trà sạch. Phết một muỗng canh đầy sốt lên hai phần ba phía dưới của mỗi lá, sau đó cuộn ngắn các cạnh lại, cuộn ra xa khỏi mình. Cắt mỗi cuộn làm đôi, sau đó đặt các cuộn mì với mặt cắt hướng lên trên vào đĩa bánh mà bạn sẽ dùng để phục vụ tại bàn. Nếu còn sốt nấm sau khi cuộn hết các lá, chỉ cần ấn vào một số cuộn mì đã lộ ra. Rưới phần sốt còn lại lên trên mì, sau đó nướng 10 phút hoặc cho đến khi dùng xiên thử thấy mì không còn độ dai. Trong lúc đó, cho vụn bánh mì, 2 muỗng canh dầu ô liu cuối cùng, lá xô thơm và một ít gia vị vào bát, trộn đều. Rắc vụn bánh mì và xô thơm lên rotolo, sau đó nướng thêm 10 phút, cho đến khi mặt trên vàng và lá xô thơm giòn. Để nguội 10 phút để mì ngấm sốt, sau đó rưới một chút dầu nấm cục, nếu thích, trước khi mang món ăn ra bàn."
chick-fil-a-sandwich,Chick-Fil-A Sandwich,Bánh mì gà Chick-fil-A,"Wrap the chicken loosely between plastic wrap and pound gently with the flat side of a meat tenderizer until about 1/2 inch thick all around.  Cut into two pieces, as even as possible.  Marinate in the pickle juice for 30 minutes to one hour (add a teaspoon of Tabasco sauce now for a spicy sandwich).  Beat the egg with the milk in a bowl.  Combine the flour, sugar, and spices in another bowl.  Dip the chicken pieces each into the egg on both sides, then coat in flour on both sides.  Heat the oil in a skillet (1/2 inch deep) to about 345-350.  Fry each cutlet for 2 minutes on each side, or until golden and cooked through.  Blot on paper and serve on toasted buns with pickle slices.","Gói lỏng miếng ức gà trong màng bọc thực phẩm và đập nhẹ bằng mặt phẳng của dụng cụ đập thịt cho đến khi dày khoảng 1/2 inch đều khắp. Cắt thành hai miếng, đều nhau nhất có thể. Ướp với nước dưa chua trong 30 phút đến một giờ (thêm một thìa cà phê sốt Tabasco nếu muốn làm sandwich cay). Đánh trứng với sữa trong một tô. Trộn đều bột mì, đường và gia vị trong một tô khác. Nhúng từng miếng gà vào hỗn hợp trứng sữa, sau đó phủ bột mì đều hai mặt. Đun nóng dầu ăn trong chảo (dầu sâu 1/2 inch) đến khoảng 345-350°F (174-177°C). Chiên mỗi miếng gà 2 phút mỗi mặt, hoặc đến khi vàng và chín đều. Thấm dầu trên giấy ăn và dùng với bánh mì kẹp đã nướng cùng các lát dưa chua."
steak-and-kidney-pie,Steak and Kidney Pie,Bánh bò thận nướng,"Preheat the oven to 220C/425F/Gas 7  Heat the vegetable oil in a large frying pan, and brown the beef all over. (You may need to do this in batches.) Set aside, then brown the kidneys on both sides in the same pan. Add the onions and cook for 3-4 minutes.  Return the beef to the pan, sprinkle flour over and coat the meat and onions  Add the stock to the pan, stir well and bring to the boil.  Turn the heat down and simmer for 1½ hours without a lid. If the liquid evaporates too much, add more stock.  Remove from the heat. Add salt, pepper and Worcestershire sauce and allow to cool completely. Place the cooked meat mixture into a pie dish.  Roll out the pastry to 5mm/¼in thick and 5cm/2in larger than the dish you are using.  Using a rolling pin, lift the pastry and place it over the top of the pie dish. Trim and crimp the edges with your fingers and thumb.  Brush the surface with the beaten egg mixture and bake for 30-40 minutes until golden-brown and puffed.  Serve with creamy mash and steamed vegetables to soak up the gravy.","Làm nóng lò nướng ở 220°C/425°F/Gas 7. Làm nóng dầu ăn trong chảo lớn, áp chảo thịt bò cho vàng đều. (Có thể cần làm nhiều lần.) Gắp ra, sau đó áp chảo thận (kidney) cho vàng hai mặt trong cùng chảo. Thêm hành tây, nấu 3-4 phút. Cho thịt bò trở lại chảo, rắc bột mì phủ đều lên thịt và hành tây. Thêm nước dùng vào chảo, khuấy đều và đun sôi. Vặn nhỏ lửa và hầm 1 tiếng rưỡi không đậy nắp. Nếu chất lỏng bay hơi quá nhiều, thêm nước dùng. Nhấc ra khỏi bếp. Thêm muối, tiêu và nước sốt Worcestershire, để nguội hoàn toàn. Cho hỗn hợp thịt đã nấu vào đĩa làm bánh pie. Cán bột bánh dày 5mm/¼in và lớn hơn đĩa 5cm/2in. Dùng cây cán bột nhấc miếng bột và đặt lên trên đĩa bánh pie. Cắt và viền mép bánh bằng ngón tay và ngón cái. Quét hỗn hợp trứng đánh lên mặt bánh và nướng 30-40 phút cho đến khi vàng nâu và phồng. Dùng với khoai tây nghiền kem (creamy mash) và rau củ hấp để thấm nước sốt (gravy)."
budino-di-ricotta,Budino Di Ricotta,Bánh pudding phô mai,"Mash the ricotta and beat well with the egg yolks, stir in the flour, sugar, cinnamon, grated lemon rind and the rum and mix well. You can do this in a food processor. Beat the egg whites until stiff, fold in and pour into a buttered and floured 25cm cake tin. Bake in the oven at 180ºC/160ºC fan/gas 4 for about 40 minutes, or until it is firm.    Serve hot or cold dusted with icing sugar.","Nghiền ricotta và đánh đều với lòng đỏ trứng, khuấy bột mì, đường, quế, vỏ chanh nạo và rượu rum vào, trộn đều. Có thể dùng máy xay thực phẩm. Đánh lòng trắng trứng đến khi cứng, trộn vào rồi đổ vào khuôn bánh 25cm đã phết bơ và rắc bột. Nướng trong lò ở 180ºC/160ºC quạt/gas 4 khoảng 40 phút, hoặc cho đến khi bánh cứng. Dùng nóng hoặc lạnh, rắc đường bột."
chilli-ginger-lamb-chops,Chilli ginger lamb chops,Sườn cừu xào gừng ớt,"step 1  Put the garlic in a bowl with the ginger, lemon juice, oil, spices and seasoning. Blitz with a hand blender until smooth, then use to coat the lamb chops on both sides. Leave to marinate in the fridge for a couple of hours or overnight.    step 2  Heat a barbecue until hot. Barbecue the chops over the coals for 3 mins on each side until cooked but still pink and juicy in the centre.","Bước 1: Cho tỏi, gừng, nước cốt chanh, dầu ăn, gia vị và muối tiêu vào tô. Dùng máy xay cầm tay xay nhuyễn, sau đó phết hỗn hợp lên sườn cừu (lamb chops) cả hai mặt. Ướp trong tủ lạnh vài giờ hoặc qua đêm. Bước 2: Làm nóng bếp nướng (barbecue) cho đến khi nóng. Nướng sườn cừu trên than khoảng 3 phút mỗi mặt cho đến khi chín nhưng bên trong vẫn còn hồng và mọng nước."
pizza-express-margherita,Pizza Express Margherita,Pizza Margherita,"1 Preheat the oven to 230°C.    2 Add the sugar and crumble the fresh yeast into warm water.    3 Allow the mixture to stand for 10 – 15 minutes in a warm place (we find a windowsill on a sunny day works best) until froth develops on the surface.    4 Sift the flour and salt into a large mixing bowl, make a well in the middle and pour in the yeast mixture and olive oil.    5 Lightly flour your hands, and slowly mix the ingredients together until they bind.    6 Generously dust your surface with flour.    7 Throw down the dough and begin kneading for 10 minutes until smooth, silky and soft.    8 Place in a lightly oiled, non-stick baking tray (we use a round one, but any shape will do!)    9 Spread the passata on top making sure you go to the edge.    10 Evenly place the mozzarella (or other cheese) on top, season with the oregano and black pepper, then drizzle with a little olive oil.    11 Cook in the oven for 10 – 12 minutes until the cheese slightly colours.    12 When ready, place the basil leaf on top and tuck in!","1 Bật lò nướng đến 230°C.
2 Thêm đường và bóp vụn men tươi vào nước ấm.
3 Để hỗn hợp nghỉ 10 – 15 phút ở nơi ấm (có thể là bệ cửa sổ vào ngày nắng) cho đến khi nổi bọt.
4 Rây bột mì và muối vào tô lớn, tạo một lỗ trũng ở giữa, sau đó đổ hỗn hợp men và dầu ô liu vào.
5 Xoa nhẹ bột mì lên tay, từ từ trộn đều nguyên liệu cho đến khi kết dính.
6 Rắc nhiều bột mì lên bề mặt.
7 Đập mạnh khối bột xuống và bắt đầu nhào 10 phút cho đến khi bột mịn, mượt và mềm.
8 Đặt bột vào khay nướng chống dính đã phết chút dầu (dùng khay tròn hoặc bất kỳ hình dạng nào).
9 Phết sốt passata lên trên, đảm bảo phủ kín mép.
10 Đặt phô mai mozzarella (hoặc loại phô mai khác) đều lên trên, nêm lá kinh giới khô và tiêu đen, sau đó rưới một chút dầu ô liu.
11 Nướng trong lò 10 – 12 phút cho đến khi phô mai hơi vàng.
12 Khi chín, đặt lá húng quế lên trên và thưởng thức."
tamiya,Tamiya,Bánh đậu chiên giòn,"oak the beans in water to cover overnight.Drain. If skinless beans are unavailable, rub to loosen the skins, then discard the skins. Pat the beans dry with a towel.  Grind the beans in a food mill or meat grinder.If neither appliance is available, process them in a food processor but only until the beans form a paste. (If blended too smoothly, the batter tends to fall apart during cooking.) Add the scallions, garlic, cilantro, cumin, baking powder, cayenne, salt, pepper, and coriander, if using.  Refrigerate for at least 30 minutes.  Shape the bean mixture into 1-inch balls.Flatten slightly and coat with flour.  Heat at least 1½-inches of oil over medium heat to 365 degrees.  Fry the patties in batches, turning once, until golden brown on all sides, about 5 minutes.Remove with a wire mesh skimmer or slotted spoon. Serve as part of a meze or in pita bread with tomato-cucumber salad and tahina sauce.","Ngâm đậu qua đêm trong nước cho ngập. Chắt nước. Nếu không có đậu đã lột vỏ, xoa để làm bong vỏ, rồi bỏ vỏ. Thấm khô đậu bằng khăn. Xay đậu bằng máy xay thực phẩm hoặc máy xay thịt. Nếu không có cả hai loại máy, xay bằng máy xay đa năng nhưng chỉ xay đến khi đậu thành hỗn hợp sệt. (Nếu xay quá nhuyễn, bột dễ bị tơi ra khi chiên.) Thêm hành lá, tỏi, ngò rí, thì là Ai Cập, bột nở, ớt cayenne, muối, tiêu và ngò rí (nếu dùng). Để tủ lạnh ít nhất 30 phút. Nặn hỗn hợp đậu thành viên tròn 2,5 cm. Ép dẹt nhẹ và áo qua bột mì. Đun nóng ít nhất 3,8 cm dầu ăn ở lửa vừa đến 180 độ C. Chiên từng mẻ, lật một lần, cho đến khi vàng đều các mặt, khoảng 5 phút. Vớt ra bằng vợt lưới hoặc muỗng có rãnh. Dùng kèm như một phần của meze hoặc trong bánh pita với salad cà chua-dưa chuột và sốt tahina."
